,supply,return
2018-09-20T19:30:00Z,"78.44,","79.5976,"
2018-09-20T20:00:00Z,"78.44,","80.1197357,"
2018-09-20T20:30:00Z,"78.656,","80.6873,"
2018-09-20T21:00:00Z,"78.9113,","81.28693,"
2018-09-20T21:30:00Z,"79.1973,","81.84826,"
2018-09-20T22:00:00Z,"79.4843,","82.2483,"
2018-09-20T22:30:00Z,"79.8138657,","82.472,"
2018-09-20T23:00:00Z,"79.9926,","82.544,"
2018-09-20T23:30:00Z,"80.24162,","82.5138855,"
2018-09-21T00:00:00Z,"80.456,","82.3592,"
2018-09-21T00:30:00Z,"80.7057953,","82.1054,"
2018-09-21T01:00:00Z,"80.8493,","81.71418,"
2018-09-21T01:30:00Z,"80.9563,","81.8313,"
2018-09-21T02:00:00Z,"81.17081,","82.292,"
2018-09-21T02:30:00Z,"81.3863,","82.1692,"
2018-09-21T03:00:00Z,"81.7092056,","81.7769,"
2018-09-21T03:30:00Z,"81.8086,","80.7671,"
2018-09-21T04:00:00Z,"81.8944855,","79.70908,"
2018-09-21T04:30:00Z,"81.92977,","78.87413,"
2018-09-21T05:00:00Z,"81.9657745,","78.44,"
2018-09-21T05:30:00Z,"81.968,","78.4474,"
2018-09-21T06:00:00Z,"82.0336,","78.656,"
2018-09-21T06:30:00Z,"81.968,","78.7703,"
2018-09-21T07:00:00Z,"81.968,","78.9022,"
2018-09-21T07:30:00Z,"81.968,","79.00637,"
2018-09-21T08:00:00Z,"82.0102844,","78.98,"
2018-09-21T08:30:00Z,"82.0686951,","78.98,"
2018-09-21T09:00:00Z,"82.112,","78.9813,"
2018-09-21T09:30:00Z,"82.112,","78.96566,"
2018-09-21T10:00:00Z,"82.0507,","78.98,"
2018-09-21T10:30:00Z,"81.990715,","78.9102249,"
2018-09-21T11:00:00Z,"81.968,","78.872,"
2018-09-21T11:30:00Z,"81.92176,","78.803154,"
2018-09-21T12:00:00Z,"81.8894,","78.8,"
2018-09-21T12:30:00Z,"81.69176,","78.8,"
2018-09-21T13:00:00Z,"46.7089157,","80.64013,"
2018-09-21T13:30:00Z,"62.8373528,","66.76761,"
2018-09-21T14:00:00Z,"62.80226,","66.97765,"
2018-09-21T14:30:00Z,"60.95615,","65.78734,"
2018-09-21T15:00:00Z,"59.936,","65.84,"
2018-09-21T15:30:00Z,"60.0191536,","65.42295,"
2018-09-21T16:00:00Z,"59.9969025,","65.5698242,"
2018-09-21T16:30:00Z,"60.05967,","65.45293,"
2018-09-21T17:00:00Z,"60.24946,","65.926384,"
2018-09-21T17:30:00Z,"60.4566345,","65.95925,"
2018-09-21T18:00:00Z,"61.6372032,","66.74858,"
2018-09-21T18:30:00Z,"62.6939,","66.53082,"
2018-09-21T19:00:00Z,"62.3478,","66.88429,"
2018-09-21T19:30:00Z,"62.59118,","67.36457,"
2018-09-21T20:00:00Z,"63.43036,","68.13773,"
2018-09-21T20:30:00Z,"64.97613,","68.67561,"
2018-09-21T21:00:00Z,"65.75925,","69.11745,"
2018-09-21T21:30:00Z,"64.77128,","69.14355,"
2018-09-21T22:00:00Z,"64.59735,","69.23874,"
2018-09-21T22:30:00Z,"68.0918,","69.33951,"
2018-09-21T23:00:00Z,"66.85485,","69.49029,"
2018-09-21T23:30:00Z,"64.8896255,","71.1428146,"
2018-09-22T00:00:00Z,"68.0842361,","69.5500946,"
2018-09-22T00:30:00Z,"66.45596,","70.64279,"
2018-09-22T01:00:00Z,"66.37275,","69.72191,"
2018-09-22T01:30:00Z,"71.54971,","71.08117,"
2018-09-22T02:00:00Z,"69.1958,","71.23306,"
2018-09-22T02:30:00Z,"61.95023,","69.0225754,"
2018-09-22T03:00:00Z,"63.960598,","67.41678,"
2018-09-22T03:30:00Z,"71.2266159,","69.60522,"
2018-09-22T04:00:00Z,"69.37559,","70.9017,"
2018-09-22T04:30:00Z,"61.260952,","68.7346039,"
2018-09-22T05:00:00Z,"63.2329521,","66.64633,"
2018-09-22T05:30:00Z,"70.25629,","68.86339,"
2018-09-22T06:00:00Z,"68.18036,","69.82167,"
2018-09-22T06:30:00Z,"60.70629,","66.92742,"
2018-09-22T07:00:00Z,"67.50264,","66.35107,"
2018-09-22T07:30:00Z,"68.7992859,","69.3566742,"
2018-09-22T08:00:00Z,"60.9517021,","67.64735,"
2018-09-22T08:30:00Z,"62.80085,","65.15994,"
2018-09-22T09:00:00Z,"68.43922,","68.04318,"
2018-09-22T09:30:00Z,"62.62229,","67.12893,"
2018-09-22T10:00:00Z,"61.5482,","64.21262,"
2018-09-22T10:30:00Z,"67.6474,","67.0491943,"
2018-09-22T11:00:00Z,"60.1816635,","66.45942,"
2018-09-22T11:30:00Z,"61.2676773,","63.46575,"
2018-09-22T12:00:00Z,"66.5673447,","66.73266,"
2018-09-22T12:30:00Z,"58.5644226,","64.91872,"
2018-09-22T13:00:00Z,"63.52059,","63.5503273,"
2018-09-22T13:30:00Z,"64.76031,","66.29725,"
2018-09-22T14:00:00Z,"58.114296,","62.72971,"
2018-09-22T14:30:00Z,"65.86467,","63.96782,"
2018-09-22T15:00:00Z,"58.00652,","64.82489,"
2018-09-22T15:30:00Z,"60.0504532,","62.2183037,"
2018-09-22T16:00:00Z,"64.18414,","65.4403839,"
2018-09-22T16:30:00Z,"57.3583527,","62.0673,"
2018-09-22T17:00:00Z,"65.32368,","63.12558,"
2018-09-22T17:30:00Z,"57.17841,","63.2266579,"
2018-09-22T18:00:00Z,"62.77142,","61.8942871,"
2018-09-22T18:30:00Z,"57.30547,","63.852993,"
2018-09-22T19:00:00Z,"60.45438,","62.80519,"
2018-09-22T19:30:00Z,"59.06259,","63.3043365,"
2018-09-22T20:00:00Z,"59.2807961,","62.8385544,"
2018-09-22T20:30:00Z,"58.1925278,","62.513607,"
2018-09-22T21:00:00Z,"57.6741447,","61.5113525,"
2018-09-22T21:30:00Z,"59.7416954,","61.07554,"
2018-09-22T22:00:00Z,"59.3163452,","60.6959534,"
2018-09-22T22:30:00Z,"57.6125679,","60.6106377,"
2018-09-22T23:00:00Z,"58.1144,","61.0268,"
2018-09-22T23:30:00Z,"58.136,","60.0832024,"
2018-09-23T00:00:00Z,"56.8365021,","59.87119,"
2018-09-23T00:30:00Z,"57.05784,","60.05552,"
2018-09-23T01:00:00Z,"57.7831955,","60.0136452,"
2018-09-23T01:30:00Z,"56.9696655,","59.1513977,"
2018-09-23T02:00:00Z,"56.94674,","59.6933975,"
2018-09-23T02:30:00Z,"56.3975563,","59.0167961,"
2018-09-23T03:00:00Z,"57.0195961,","59.219902,"
2018-09-23T03:30:00Z,"55.9580536,","58.7583733,"
2018-09-23T04:00:00Z,"57.0683365,","59.036,"
2018-09-23T04:30:00Z,"56.39365,","58.2456245,"
2018-09-23T05:00:00Z,"55.8703,","58.6087952,"
2018-09-23T05:30:00Z,"56.75528,","58.5742722,"
2018-09-23T06:00:00Z,"55.4782448,","58.13007,"
2018-09-23T06:30:00Z,"56.6328354,","58.5896072,"
2018-09-23T07:00:00Z,"55.3041878,","57.8574,"
2018-09-23T07:30:00Z,"55.71497,","58.4269371,"
2018-09-23T08:00:00Z,"55.9069328,","57.6166,"
2018-09-23T08:30:00Z,"55.3613129,","58.02356,"
2018-09-23T09:00:00Z,"55.85033,","57.5549622,"
2018-09-23T09:30:00Z,"55.1125946,","57.7067223,"
2018-09-23T10:00:00Z,"56.04914,","57.5816727,"
2018-09-23T10:30:00Z,"54.80506,","57.0741,"
2018-09-23T11:00:00Z,"55.1562233,","57.5821762,"
2018-09-23T11:30:00Z,"55.4823,","56.9971848,"
2018-09-23T12:00:00Z,"54.7723579,","57.4012566,"
2018-09-23T12:30:00Z,"55.7038422,","57.2177238,"
2018-09-23T13:00:00Z,"54.5,","56.9356461,"
2018-09-23T13:30:00Z,"55.03558,","57.57997,"
2018-09-23T14:00:00Z,"55.22489,","56.7523,"
2018-09-23T14:30:00Z,"54.7143745,","57.319397,"
2018-09-23T15:00:00Z,"55.70905,","57.2934036,"
2018-09-23T15:30:00Z,"54.90908,","57.39429,"
2018-09-23T16:00:00Z,"56.2588425,","58.096405,"
2018-09-23T16:30:00Z,"55.8282471,","57.8052368,"
2018-09-23T17:00:00Z,"55.9916153,","58.85426,"
2018-09-23T17:30:00Z,"57.4171944,","59.1202126,"
2018-09-23T18:00:00Z,"56.3395271,","59.60635,"
2018-09-23T18:30:00Z,"57.269062,","59.03508,"
2018-09-23T19:00:00Z,"57.5133743,","59.0391464,"
2018-09-23T19:30:00Z,"56.4710732,","59.55795,"
2018-09-23T20:00:00Z,"57.698082,","60.0296021,"
2018-09-23T20:30:00Z,"56.5993156,","59.631115,"
2018-09-23T21:00:00Z,"57.1151,","60.19806,"
2018-09-23T21:30:00Z,"57.9742241,","59.94932,"
2018-09-23T22:00:00Z,"56.5753021,","59.4787941,"
2018-09-23T22:30:00Z,"56.2352829,","59.51586,"
2018-09-23T23:00:00Z,"56.5964,","59.60349,"
2018-09-23T23:30:00Z,"57.69681,","59.84808,"
2018-09-24T00:00:00Z,"56.723362,","59.2657738,"
2018-09-24T00:30:00Z,"57.287838,","59.828,"
2018-09-24T01:00:00Z,"57.55838,","58.9962463,"
2018-09-24T01:30:00Z,"56.6734467,","59.20298,"
2018-09-24T02:00:00Z,"57.6895676,","59.5477257,"
2018-09-24T02:30:00Z,"57.704,","58.7894173,"
2018-09-24T03:00:00Z,"57.3037834,","58.5818939,"
2018-09-24T03:30:00Z,"55.99486,","58.501564,"
2018-09-24T04:00:00Z,"56.20633,","58.9215622,"
2018-09-24T04:30:00Z,"55.94132,","58.72715,"
2018-09-24T05:00:00Z,"55.5212555,","58.73041,"
2018-09-24T05:30:00Z,"56.1892967,","58.5713425,"
2018-09-24T06:00:00Z,"56.07579,","57.7094727,"
2018-09-24T06:30:00Z,"55.3872261,","58.1201477,"
2018-09-24T07:00:00Z,"55.2335434,","57.98737,"
2018-09-24T07:30:00Z,"54.88815,","57.6719666,"
2018-09-24T08:00:00Z,"55.0359421,","57.60319,"
2018-09-24T08:30:00Z,"54.974556,","57.47179,"
2018-09-24T09:00:00Z,"55.04,","57.3942871,"
2018-09-24T09:30:00Z,"55.5525169,","57.8573151,"
2018-09-24T10:00:00Z,"56.10844,","57.2680473,"
2018-09-24T10:30:00Z,"55.17682,","57.039875,"
2018-09-24T11:00:00Z,"55.0075264,","57.3167953,"
2018-09-24T11:30:00Z,"56.1319237,","57.54516,"
2018-09-24T12:00:00Z,"56.3335953,","57.3843536,"
2018-09-24T12:30:00Z,"55.2486,","57.75081,"
2018-09-24T13:00:00Z,"56.14955,","57.4045258,"
2018-09-24T13:30:00Z,"58.3609352,","59.2392235,"
2018-09-24T14:00:00Z,"60.0530319,","60.3536568,"
2018-09-24T14:30:00Z,"60.8494568,","61.2834854,"
2018-09-24T15:00:00Z,"61.74064,","62.1684875,"
2018-09-24T15:30:00Z,"62.55269,","63.1818542,"
2018-09-24T16:00:00Z,"63.3792458,","64.19762,"
2018-09-24T16:30:00Z,"63.9669762,","65.1974,"
2018-09-24T17:00:00Z,"64.7475,","65.96838,"
2018-09-24T17:30:00Z,"65.587326,","66.75126,"
2018-09-24T18:00:00Z,"66.3553162,","67.4599,"
2018-09-24T18:30:00Z,"67.01453,","68.12788,"
2018-09-24T19:00:00Z,"67.66549,","68.7337952,"
2018-09-24T19:30:00Z,"68.23682,","69.2609,"
2018-09-24T20:00:00Z,"68.86562,","69.7818,"
2018-09-24T20:30:00Z,"69.3697,","70.21416,"
2018-09-24T21:00:00Z,"69.8745956,","70.6306,"
2018-09-24T21:30:00Z,"70.2823639,","70.9896,"
2018-09-24T22:00:00Z,"70.6034,","71.3516,"
2018-09-24T22:30:00Z,"70.8856,","71.7086,"
2018-09-24T23:00:00Z,"71.132,","72.1034,"
2018-09-24T23:30:00Z,"71.2098,","72.5932,"
2018-09-25T00:00:00Z,"71.16313,","72.9792,"
2018-09-25T00:30:00Z,"71.06335,","72.8476257,"
2018-09-25T01:00:00Z,"71.20634,","73.0142441,"
2018-09-25T01:30:00Z,"71.38218,","73.27861,"
2018-09-25T02:00:00Z,"71.4544,","72.68791,"
2018-09-25T02:30:00Z,"71.456,","71.8944,"
2018-09-25T03:00:00Z,"71.5278,","71.636,"
2018-09-25T03:30:00Z,"71.63479,","71.6,"
2018-09-25T04:00:00Z,"71.708,","71.708,"
2018-09-25T04:30:00Z,"71.924,","71.99255,"
2018-09-25T05:00:00Z,"72.0653,","72.3146057,"
2018-09-25T05:30:00Z,"71.9992,","72.53281,"
2018-09-25T06:00:00Z,"71.924,","72.752,"
2018-09-25T06:30:00Z,"71.888,","72.92622,"
2018-09-25T07:00:00Z,"71.8097153,","72.932,"
2018-09-25T07:30:00Z,"71.708,","72.8673,"
2018-09-25T08:00:00Z,"71.708,","72.86,"
2018-09-25T08:30:00Z,"71.672,","72.86,"
2018-09-25T09:00:00Z,"71.6253,","72.932,"
2018-09-25T09:30:00Z,"71.58773,","72.979866,"
2018-09-25T10:00:00Z,"71.564,","73.04,"
2018-09-25T10:30:00Z,"71.5061951,","73.0618,"
2018-09-25T11:00:00Z,"71.47141,","73.10683,"
2018-09-25T11:30:00Z,"71.4403,","73.148,"
2018-09-25T12:00:00Z,"71.36494,","73.148,"
2018-09-25T12:30:00Z,"71.348,","73.184,"
2018-09-25T13:00:00Z,"71.348,","73.184,"
2018-09-25T13:30:00Z,"71.3322,","73.184,"
2018-09-25T14:00:00Z,"71.348,","73.184,"
2018-09-25T14:30:00Z,"71.348,","73.184,"
2018-09-25T15:00:00Z,"71.348,","73.184,"
2018-09-25T15:30:00Z,"71.456,","73.256,"
2018-09-25T16:00:00Z,"71.456,","73.256,"
2018-09-25T16:30:00Z,"71.528,","73.256,"
2018-09-25T17:00:00Z,"71.57383,","73.292,"
2018-09-25T17:30:00Z,"71.708,","73.4,"
2018-09-25T18:00:00Z,"71.7889252,","73.472,"
2018-09-25T18:30:00Z,"71.924,","73.5606,"
2018-09-25T19:00:00Z,"71.996,","73.688,"
2018-09-25T19:30:00Z,"72.104,","73.832,"
2018-09-25T20:00:00Z,"72.212,","73.94,"
2018-09-25T20:30:00Z,"72.32,","74.0414,"
2018-09-25T21:00:00Z,"72.428,","74.046196,"
2018-09-25T21:30:00Z,"72.5003052,","74.04769,"
2018-09-25T22:00:00Z,"72.6076,","74.0118,"
2018-09-25T22:30:00Z,"72.7143,","74.0103,"
2018-09-25T23:00:00Z,"72.752,","73.976,"
2018-09-25T23:30:00Z,"72.86,","74.00723,"
2018-09-26T00:00:00Z,"72.9206,","74.048,"
2018-09-26T00:30:00Z,"72.9978,","74.1498,"
2018-09-26T01:00:00Z,"73.0327,","74.1487,"
2018-09-26T01:30:00Z,"73.08431,","74.17263,"
2018-09-26T02:00:00Z,"73.13867,","74.228,"
2018-09-26T02:30:00Z,"73.184,","74.27931,"
2018-09-26T03:00:00Z,"73.256,","74.336,"
2018-09-26T03:30:00Z,"73.2793655,","74.35937,"
2018-09-26T04:00:00Z,"73.364,","74.372,"
2018-09-26T04:30:00Z,"73.4,","74.37423,"
2018-09-26T05:00:00Z,"73.436,","74.408,"
2018-09-26T05:30:00Z,"73.50425,","74.444,"
2018-09-26T06:00:00Z,"73.512764,","74.45353,"
2018-09-26T06:30:00Z,"73.60545,","74.54673,"
2018-09-26T07:00:00Z,"73.616,","74.552,"
2018-09-26T07:30:00Z,"73.616,","74.588,"
2018-09-26T08:00:00Z,"73.6807,","74.624,"
2018-09-26T08:30:00Z,"73.69522,","74.66,"
2018-09-26T09:00:00Z,"73.7322,","74.6322,"
2018-09-26T09:30:00Z,"73.81253,","74.66,"
2018-09-26T10:00:00Z,"73.832,","74.66,"
2018-09-26T10:30:00Z,"73.832,","74.66,"
2018-09-26T11:00:00Z,"73.832,","74.66,"
2018-09-26T11:30:00Z,"73.8464,","74.6024,"
2018-09-26T12:00:00Z,"73.904,","74.624,"
2018-09-26T12:30:00Z,"73.84893,","74.552,"
2018-09-26T13:00:00Z,"73.88605,","74.57005,"
2018-09-26T13:30:00Z,"73.904,","74.5712,"
2018-09-26T14:00:00Z,"73.91901,","74.588,"
2018-09-26T14:30:00Z,"73.94,","74.624,"
2018-09-26T15:00:00Z,"73.94,","74.66,"
2018-09-26T15:30:00Z,"74.0243,","74.732,"
2018-09-26T16:00:00Z,"74.084,","74.8153,"
2018-09-26T16:30:00Z,"74.18257,","74.90257,"
2018-09-26T17:00:00Z,"74.228,","74.948,"
2018-09-26T17:30:00Z,"74.3798,","75.0043945,"
2018-09-26T18:00:00Z,"74.80542,","74.93319,"
2018-09-26T18:30:00Z,"75.1798,","74.82639,"
2018-09-26T19:00:00Z,"75.38,","74.732,"
2018-09-26T19:30:00Z,"75.524,","74.768,"
2018-09-26T20:00:00Z,"75.5846,","74.804,"
2018-09-26T20:30:00Z,"75.704,","74.84,"
2018-09-26T21:00:00Z,"75.776,","74.84,"
2018-09-26T21:30:00Z,"75.92,","74.80481,"
2018-09-26T22:00:00Z,"75.96391,","74.876,"
2018-09-26T22:30:00Z,"76.028,","74.94455,"
2018-09-26T23:00:00Z,"76.0227,","75.02,"
2018-09-26T23:30:00Z,"75.9853,","75.092,"
2018-09-27T00:00:00Z,"75.8424,","75.092,"
2018-09-27T00:30:00Z,"75.5211639,","75.1943,"
2018-09-27T01:00:00Z,"75.1392,","75.62458,"
2018-09-27T01:30:00Z,"75.164,","76.3663,"
2018-09-27T02:00:00Z,"75.02568,","76.32639,"
2018-09-27T02:30:00Z,"74.804,","75.52536,"
2018-09-27T03:00:00Z,"74.768,","74.47856,"
2018-09-27T03:30:00Z,"74.804,","74.1441345,"
2018-09-27T04:00:00Z,"74.98184,","74.33082,"
2018-09-27T04:30:00Z,"74.94921,","74.44279,"
2018-09-27T05:00:00Z,"74.87721,","74.62279,"
2018-09-27T05:30:00Z,"74.73461,","74.83739,"
2018-09-27T06:00:00Z,"74.588,","75.1495,"
2018-09-27T06:30:00Z,"74.4525146,","75.1861954,"
2018-09-27T07:00:00Z,"74.228,","75.07902,"
2018-09-27T07:30:00Z,"74.12,","74.99698,"
2018-09-27T08:00:00Z,"74.01139,","74.8883,"
2018-09-27T08:30:00Z,"73.88961,","74.876,"
2018-09-27T09:00:00Z,"73.68871,","74.876,"
2018-09-27T09:30:00Z,"73.546196,","74.876,"
2018-09-27T10:00:00Z,"73.3354,","74.876,"
2018-09-27T10:30:00Z,"73.25174,","74.804,"
2018-09-27T11:00:00Z,"73.112,","74.696,"
2018-09-27T11:30:00Z,"72.93778,","74.6202,"
2018-09-27T12:00:00Z,"72.8302841,","74.51265,"
2018-09-27T12:30:00Z,"72.6954,","74.40617,"
2018-09-27T13:00:00Z,"72.644,","74.336,"
2018-09-27T13:30:00Z,"72.50882,","74.22718,"
2018-09-27T14:00:00Z,"72.47383,","74.1202,"
2018-09-27T14:30:00Z,"72.4176559,","74.04971,"
2018-09-27T15:00:00Z,"72.3677,","73.976,"
2018-09-27T15:30:00Z,"72.33288,","73.904,"
2018-09-27T16:00:00Z,"72.32,","73.904,"
2018-09-27T16:30:00Z,"72.30408,","73.83677,"
2018-09-27T17:00:00Z,"72.3388,","73.8377,"
2018-09-27T17:30:00Z,"72.3739,","73.832,"
2018-09-27T18:00:00Z,"72.39109,","73.87428,"
2018-09-27T18:30:00Z,"72.428,","73.868,"
2018-09-27T19:00:00Z,"72.5,","73.8963,"
2018-09-27T19:30:00Z,"72.5207,","73.904,"
2018-09-27T20:00:00Z,"72.5493,","73.904,"
2018-09-27T20:30:00Z,"72.58508,","73.9303055,"
2018-09-27T21:00:00Z,"72.572,","73.904,"
2018-09-27T21:30:00Z,"72.5,","73.976,"
2018-09-27T22:00:00Z,"72.48418,","74.02538,"
2018-09-27T22:30:00Z,"72.32,","74.0192,"
2018-09-27T23:00:00Z,"72.3137,","73.99659,"
2018-09-27T23:30:00Z,"72.2790451,","73.95957,"
2018-09-28T00:00:00Z,"72.28014,","73.8857,"
2018-09-28T00:30:00Z,"72.20916,","73.832,"
2018-09-28T01:00:00Z,"72.13736,","73.77704,"
2018-09-28T01:30:00Z,"71.96132,","73.7799759,"
2018-09-28T02:00:00Z,"71.924,","73.724,"
2018-09-28T02:30:00Z,"71.85342,","73.71001,"
2018-09-28T03:00:00Z,"71.852,","73.6649857,"
2018-09-28T03:30:00Z,"71.7472458,","73.616,"
2018-09-28T04:00:00Z,"71.71856,","73.5835953,"
2018-09-28T04:30:00Z,"71.68539,","73.5213852,"
2018-09-28T05:00:00Z,"71.6498947,","73.508,"
2018-09-28T05:30:00Z,"71.5856,","73.508,"
2018-09-28T06:00:00Z,"71.564,","73.472,"
2018-09-28T06:30:00Z,"71.47141,","73.45659,"
2018-09-28T07:00:00Z,"71.4168549,","73.436,"
2018-09-28T07:30:00Z,"71.348,","73.364,"
2018-09-28T08:00:00Z,"71.348,","73.328,"
2018-09-28T08:30:00Z,"71.312,","73.292,"
2018-09-28T09:00:00Z,"71.2918,","73.256,"
2018-09-28T09:30:00Z,"71.2254944,","73.24149,"
2018-09-28T10:00:00Z,"71.19051,","73.24251,"
2018-09-28T10:30:00Z,"71.1552,","73.184,"
2018-09-28T11:00:00Z,"71.08403,","73.1720352,"
2018-09-28T11:30:00Z,"71.04905,","73.12609,"
2018-09-28T12:00:00Z,"71.04955,","73.09111,"
2018-09-28T12:30:00Z,"70.9973,","73.04,"
2018-09-28T13:00:00Z,"70.96042,","72.99558,"
2018-09-28T13:30:00Z,"70.9807,","72.9393,"
2018-09-28T14:00:00Z,"70.94612,","72.9202347,"
2018-09-28T14:30:00Z,"70.916,","72.8912048,"
2018-09-28T15:00:00Z,"70.88,","72.86,"
2018-09-28T15:30:00Z,"70.9132,","72.86,"
2018-09-28T16:00:00Z,"70.952,","72.8626,"
2018-09-28T16:30:00Z,"71.024,","72.932,"
2018-09-28T17:00:00Z,"71.0603,","72.968,"
2018-09-28T17:30:00Z,"71.168,","72.968,"
2018-09-28T18:00:00Z,"71.2402039,","73.04021,"
2018-09-28T18:30:00Z,"71.4523544,","73.18035,"
2018-09-28T19:00:00Z,"71.63377,","73.184,"
2018-09-28T19:30:00Z,"71.930275,","73.256,"
2018-09-28T20:00:00Z,"72.48337,","73.4,"
2018-09-28T20:30:00Z,"72.86,","73.4,"
2018-09-28T21:00:00Z,"73.00572,","73.328,"
2018-09-28T21:30:00Z,"73.1776,","73.38743,"
2018-09-28T22:00:00Z,"73.292,","73.4641953,"
2018-09-28T22:30:00Z,"73.3534546,","73.55282,"
2018-09-28T23:00:00Z,"73.4,","73.6778,"
2018-09-28T23:30:00Z,"73.2997,","73.76,"
2018-09-29T00:00:00Z,"73.04,","73.904,"
2018-09-29T00:30:00Z,"72.8814,","74.1428,"
2018-09-29T01:00:00Z,"72.86,","74.7356,"
2018-09-29T01:30:00Z,"72.9551239,","75.33173,"
2018-09-29T02:00:00Z,"72.9817,","75.5531,"
2018-09-29T02:30:00Z,"72.86,","74.82605,"
2018-09-29T03:00:00Z,"72.86,","74.1221,"
2018-09-29T03:30:00Z,"72.86,","73.97488,"
2018-09-29T04:00:00Z,"72.86211,","73.94,"
2018-09-29T04:30:00Z,"72.9303,","73.94,"
2018-09-29T05:00:00Z,"72.9657745,","74.04353,"
2018-09-29T05:30:00Z,"72.97074,","74.25852,"
2018-09-29T06:00:00Z,"72.93524,","74.372,"
2018-09-29T06:30:00Z,"72.79652,","74.372,"
2018-09-29T07:00:00Z,"72.64927,","74.16127,"
2018-09-29T07:30:00Z,"72.55486,","73.91657,"
2018-09-29T08:00:00Z,"72.5,","73.8038,"
2018-09-29T08:30:00Z,"72.43581,","73.69581,"
2018-09-29T09:00:00Z,"72.3283157,","73.66032,"
2018-09-29T09:30:00Z,"72.248,","73.616,"
2018-09-29T10:00:00Z,"72.14,","73.616,"
2018-09-29T10:30:00Z,"72.0073547,","73.58,"
2018-09-29T11:00:00Z,"71.8748,","73.544,"
2018-09-29T11:30:00Z,"71.7584,","73.5224,"
2018-09-29T12:00:00Z,"71.6157,","73.436,"
2018-09-29T12:30:00Z,"71.508194,","73.3801956,"
2018-09-29T13:00:00Z,"71.2738,","73.328,"
2018-09-29T13:30:00Z,"71.1503,","73.2223053,"
2018-09-29T14:00:00Z,"71.2933,","73.184,"
2018-09-29T14:30:00Z,"71.456,","73.148,"
2018-09-29T15:00:00Z,"71.672,","73.1204,"
2018-09-29T15:30:00Z,"71.744,","73.04,"
2018-09-29T16:00:00Z,"71.7680359,","73.06504,"
2018-09-29T16:30:00Z,"71.744,","73.004,"
2018-09-29T17:00:00Z,"71.708,","73.0194,"
2018-09-29T17:30:00Z,"71.708,","72.968,"
2018-09-29T18:00:00Z,"71.69857,","73.004,"
2018-09-29T18:30:00Z,"71.699585,","73.004,"
2018-09-29T19:00:00Z,"71.708,","73.01191,"
2018-09-29T19:30:00Z,"71.7868958,","73.076,"
2018-09-29T20:00:00Z,"71.924,","73.148,"
2018-09-29T20:30:00Z,"71.94165,","73.1538849,"
2018-09-29T21:00:00Z,"72.07672,","73.18836,"
2018-09-29T21:30:00Z,"72.176,","73.1878,"
2018-09-29T22:00:00Z,"72.2504349,","73.21757,"
2018-09-29T22:30:00Z,"72.32396,","73.25732,"
2018-09-29T23:00:00Z,"72.4286041,","73.2562943,"
2018-09-29T23:30:00Z,"72.4567,","73.3567047,"
2018-09-30T00:00:00Z,"72.463295,","73.7538147,"
2018-09-30T00:30:00Z,"72.5338058,","74.156,"
2018-09-30T01:00:00Z,"72.50274,","74.2785,"
2018-09-30T01:30:00Z,"72.46775,","74.34949,"
2018-09-30T02:00:00Z,"72.428,","74.1440353,"
2018-09-30T02:30:00Z,"72.284,","73.94,"
2018-09-30T03:00:00Z,"72.2766953,","73.832,"
2018-09-30T03:30:00Z,"72.25573,","73.724,"
2018-09-30T04:00:00Z,"72.284,","73.724,"
2018-09-30T04:30:00Z,"72.3418045,","73.8178,"
2018-09-30T05:00:00Z,"72.24181,","73.86182,"
2018-09-30T05:30:00Z,"72.068,","73.832,"
2018-09-30T06:00:00Z,"71.90515,","73.66915,"
2018-09-30T06:30:00Z,"71.78,","73.544,"
2018-09-30T07:00:00Z,"71.6024,","73.364,"
2018-09-30T07:30:00Z,"71.492,","73.256,"
2018-09-30T08:00:00Z,"71.3342,","73.148,"
2018-09-30T08:30:00Z,"71.1917,","73.04,"
2018-09-30T09:00:00Z,"71.0847,","72.968,"
2018-09-30T09:30:00Z,"70.9422,","72.9124,"
2018-09-30T10:00:00Z,"70.79135,","72.83503,"
2018-09-30T10:30:00Z,"70.6713,","72.7233047,"
2018-09-30T11:00:00Z,"70.556,","72.644,"
2018-09-30T11:30:00Z,"70.4744,","72.5,"
2018-09-30T12:00:00Z,"70.2713,","72.428,"
2018-09-30T12:30:00Z,"70.16,","72.284,"
2018-09-30T13:00:00Z,"70.124,","72.17519,"
2018-09-30T13:30:00Z,"70.1236954,","72.068,"
2018-09-30T14:00:00Z,"70.052,","72.0678,"
2018-09-30T14:30:00Z,"70.0867844,","71.9972153,"
2018-09-30T15:00:00Z,"70.124,","71.996,"
2018-09-30T15:30:00Z,"70.1923,","71.996,"
2018-09-30T16:00:00Z,"70.268,","72.02723,"
2018-09-30T16:30:00Z,"70.34,","72.068,"
2018-09-30T17:00:00Z,"70.47822,","72.068,"
2018-09-30T17:30:00Z,"70.65041,","72.0972061,"
2018-09-30T18:00:00Z,"70.9006042,","72.1323,"
2018-09-30T18:30:00Z,"71.53804,","72.068,"
2018-09-30T19:00:00Z,"71.8556,","71.877655,"
2018-09-30T19:30:00Z,"72.1606,","71.7552,"
2018-09-30T20:00:00Z,"72.57312,","71.6842,"
2018-09-30T20:30:00Z,"72.9876,","71.9103,"
2018-09-30T21:00:00Z,"73.30042,","72.4755554,"
2018-09-30T21:30:00Z,"73.5154,","72.9435654,"
