Date time,indoorRH (%),outdoorRH(%)
2018-01-01T04:00:00Z,15.06 ,82.4
2018-01-01T04:30:00Z,15.09 ,81.2
2018-01-01T05:00:00Z,15.13 ,81.4
2018-01-01T05:30:00Z,15.21 ,81.9
2018-01-01T06:00:00Z,15.23 ,82.5
2018-01-01T06:30:00Z,15.26 ,82.7
2018-01-01T07:00:00Z,15.21 ,82.5
2018-01-01T07:30:00Z,15.24 ,83
2018-01-01T08:00:00Z,15.25 ,83.3
2018-01-01T08:30:00Z,15.26 ,83.6
2018-01-01T09:00:00Z,15.23 ,84.2
2018-01-01T09:30:00Z,15.24 ,84.8
2018-01-01T10:00:00Z,15.24 ,84.6
2018-01-01T10:30:00Z,15.18 ,83.8
2018-01-01T11:00:00Z,15.18 ,82.8
2018-01-01T11:30:00Z,15.16 ,82.6
2018-01-01T12:00:00Z,15.13 ,82.3
2018-01-01T12:30:00Z,14.97 ,82.1
2018-01-01T13:00:00Z,14.80 ,82.3
2018-01-01T13:30:00Z,14.65 ,81.7
2018-01-01T14:00:00Z,14.53 ,81.5
2018-01-01T14:30:00Z,14.48 ,79.8
2018-01-01T15:00:00Z,14.22 ,78.6
2018-01-01T15:30:00Z,14.10 ,76.8
2018-01-01T16:00:00Z,13.92 ,77.2
2018-01-01T16:30:00Z,13.78 ,75.3
2018-01-01T17:00:00Z,13.67 ,74.8
2018-01-01T17:30:00Z,13.61 ,76
2018-01-01T18:00:00Z,13.43 ,74.3
2018-01-01T18:30:00Z,13.41 ,73.7
2018-01-01T19:00:00Z,13.34 ,72.3
2018-01-01T19:30:00Z,13.29 ,75.2
2018-01-01T20:00:00Z,13.28 ,80.4
2018-01-01T20:30:00Z,13.47 ,75.2
2018-01-01T21:00:00Z,13.62 ,70.4
2018-01-01T21:30:00Z,13.61 ,68.9
2018-01-01T22:00:00Z,13.59 ,69.4
2018-01-01T22:30:00Z,13.51 ,73.7
2018-01-01T23:00:00Z,13.34 ,76.6
2018-01-01T23:30:00Z,13.16 ,67.8
2018-01-02T00:00:00Z,13.11 ,66.5
2018-01-02T00:30:00Z,13.01 ,67.7
2018-01-02T01:00:00Z,13.01 ,67.3
2018-01-02T01:30:00Z,13.01 ,68
2018-01-02T02:00:00Z,13.18 ,68.9
2018-01-02T02:30:00Z,13.39 ,69.7
2018-01-02T03:00:00Z,13.62 ,70.8
2018-01-02T03:30:00Z,13.75 ,71.5
2018-01-02T04:00:00Z,13.79 ,73.7
2018-01-02T04:30:00Z,13.92 ,73.8
2018-01-02T05:00:00Z,13.90 ,73.2
2018-01-02T05:30:00Z,13.92 ,72.7
2018-01-02T06:00:00Z,13.95 ,73.5
2018-01-02T06:30:00Z,13.95 ,73.8
2018-01-02T07:00:00Z,13.95 ,72.9
2018-01-02T07:30:00Z,14.00 ,72.8
2018-01-02T08:00:00Z,14.05 ,74.5
2018-01-02T08:30:00Z,14.08 ,77.5
2018-01-02T09:00:00Z,14.10 ,76.5
2018-01-02T09:30:00Z,14.16 ,76.4
2018-01-02T10:00:00Z,14.16 ,75.6
2018-01-02T10:30:00Z,14.23 ,75.6
2018-01-02T11:00:00Z,14.31 ,76
2018-01-02T11:30:00Z,14.30 ,76.2
2018-01-02T12:00:00Z,14.30 ,76.2
2018-01-02T12:30:00Z,14.25 ,76.9
2018-01-02T13:00:00Z,14.18 ,77.6
2018-01-02T13:30:00Z,14.05 ,76.8
2018-01-02T14:00:00Z,14.00 ,77.9
2018-01-02T14:30:00Z,13.87 ,77.8
2018-01-02T15:00:00Z,13.82 ,75
2018-01-02T15:30:00Z,13.74 ,75.1
2018-01-02T16:00:00Z,13.67 ,74.9
2018-01-02T16:30:00Z,13.54 ,73.6
2018-01-02T17:00:00Z,13.54 ,71.3
2018-01-02T17:30:00Z,13.45 ,70.1
2018-01-02T18:00:00Z,13.26 ,68.2
2018-01-02T18:30:00Z,13.29 ,65.6
2018-01-02T19:00:00Z,13.20 ,64.9
2018-01-02T19:30:00Z,13.14 ,63.2
2018-01-02T20:00:00Z,13.09 ,63.1
2018-01-02T20:30:00Z,12.91 ,61
2018-01-02T21:00:00Z,12.91 ,60.8
2018-01-02T21:30:00Z,12.86 ,61.5
2018-01-02T22:00:00Z,12.89 ,61.7
2018-01-02T22:30:00Z,12.86 ,62.3
2018-01-02T23:00:00Z,12.89 ,64.2
2018-01-02T23:30:00Z,12.84 ,65.4
2018-01-03T00:00:00Z,12.81 ,66.2
2018-01-03T00:30:00Z,12.81 ,66.9
2018-01-03T01:00:00Z,12.81 ,67.9
2018-01-03T01:30:00Z,12.81 ,68.5
2018-01-03T02:00:00Z,12.99 ,69
2018-01-03T02:30:00Z,13.22 ,69.6
2018-01-03T03:00:00Z,13.42 ,70.3
2018-01-03T03:30:00Z,13.57 ,71
2018-01-03T04:00:00Z,13.67 ,71.9
2018-01-03T04:30:00Z,13.75 ,72.1
2018-01-03T05:00:00Z,13.82 ,72.3
2018-01-03T05:30:00Z,13.82 ,72.8
2018-01-03T06:00:00Z,13.84 ,73.4
2018-01-03T06:30:00Z,13.98 ,74
2018-01-03T07:00:00Z,13.98 ,74.2
2018-01-03T07:30:00Z,14.06 ,74.3
2018-01-03T08:00:00Z,14.06 ,74.7
2018-01-03T08:30:00Z,14.08 ,74.5
2018-01-03T09:00:00Z,14.13 ,75.6
2018-01-03T09:30:00Z,14.13 ,77
2018-01-03T10:00:00Z,14.19 ,76.5
2018-01-03T10:30:00Z,14.19 ,76.3
2018-01-03T11:00:00Z,14.28 ,76.6
2018-01-03T11:30:00Z,14.36 ,76.6
2018-01-03T12:00:00Z,14.48 ,76.6
2018-01-03T12:30:00Z,14.40 ,75.9
2018-01-03T13:00:00Z,14.18 ,76.4
2018-01-03T13:30:00Z,13.98 ,74.3
2018-01-03T14:00:00Z,13.84 ,70.9
2018-01-03T14:30:00Z,13.79 ,67.2
2018-01-03T15:00:00Z,13.62 ,62.4
2018-01-03T15:30:00Z,13.49 ,59.2
2018-01-03T16:00:00Z,13.41 ,56.3
2018-01-03T16:30:00Z,13.33 ,53.1
2018-01-03T17:00:00Z,13.24 ,51.3
2018-01-03T17:30:00Z,13.32 ,46.8
2018-01-03T18:00:00Z,13.34 ,45.7
2018-01-03T18:30:00Z,13.24 ,44.5
2018-01-03T19:00:00Z,13.26 ,43.2
2018-01-03T19:30:00Z,13.26 ,43.6
2018-01-03T20:00:00Z,13.48 ,43.9
2018-01-03T20:30:00Z,13.44 ,42.8
2018-01-03T21:00:00Z,13.42 ,41
2018-01-03T21:30:00Z,13.38 ,41.5833321
2018-01-03T22:00:00Z,13.43 ,43.3
2018-01-03T22:30:00Z,13.42 ,43.8
2018-01-03T23:00:00Z,13.38 ,44.7
2018-01-03T23:30:00Z,13.36 ,46
2018-01-04T00:00:00Z,13.29 ,47.3
2018-01-04T00:30:00Z,13.31 ,46.2
2018-01-04T01:00:00Z,13.28 ,46
2018-01-04T01:30:00Z,13.35 ,44.9
2018-01-04T02:00:00Z,13.52 ,46.2
2018-01-04T02:30:00Z,13.66 ,48.6
2018-01-04T03:00:00Z,13.84 ,50.05714
2018-01-04T03:30:00Z,13.95 ,53.6
2018-01-04T04:00:00Z,14.04 ,60.1
2018-01-04T04:30:00Z,14.08 ,64.2
2018-01-04T05:00:00Z,14.15 ,65.3
2018-01-04T05:30:00Z,14.27 ,66.5
2018-01-04T06:00:00Z,14.33 ,69.2
2018-01-04T06:30:00Z,14.38 ,72.4
2018-01-04T07:00:00Z,14.49 ,74.7
2018-01-04T07:30:00Z,14.56 ,75.1
2018-01-04T08:00:00Z,14.68 ,75.8
2018-01-04T08:30:00Z,14.76 ,75.7
2018-01-04T09:00:00Z,14.86 ,76.5
2018-01-04T09:30:00Z,14.95 ,77
2018-01-04T10:00:00Z,15.08 ,77.6
2018-01-04T10:30:00Z,15.14 ,78.3
2018-01-04T11:00:00Z,15.18 ,80.5
2018-01-04T11:30:00Z,15.22 ,83.4
2018-01-04T12:00:00Z,15.36 ,85.11429
2018-01-04T12:30:00Z,15.52 ,85.7
2018-01-04T13:00:00Z,15.45 ,84.5
2018-01-04T13:30:00Z,15.34 ,82.1
2018-01-04T14:00:00Z,15.22 ,78.5
2018-01-04T14:30:00Z,15.09 ,73.8
2018-01-04T15:00:00Z,14.83 ,73.3
2018-01-04T15:30:00Z,14.65 ,69.5
2018-01-04T16:00:00Z,14.52 ,65.3
2018-01-04T16:30:00Z,14.33 ,67.9
2018-01-04T17:00:00Z,14.17 ,70.2
2018-01-04T17:30:00Z,14.01 ,67.8
2018-01-04T18:00:00Z,13.87 ,69.3
2018-01-04T18:30:00Z,13.87 ,73.1
2018-01-04T19:00:00Z,13.83 ,71.7
2018-01-04T19:30:00Z,13.87 ,77.1
2018-01-04T20:00:00Z,13.80 ,70.9
2018-01-04T20:30:00Z,13.76 ,72.3
2018-01-04T21:00:00Z,13.74 ,67.1
2018-01-04T21:30:00Z,13.63 ,69
2018-01-04T22:00:00Z,13.51 ,66.7
2018-01-04T22:30:00Z,13.36 ,66
2018-01-04T23:00:00Z,13.22 ,64.8
2018-01-04T23:30:00Z,13.15 ,68.1
2018-01-05T00:00:00Z,13.08 ,68.7
2018-01-05T00:30:00Z,12.96 ,67.8
2018-01-05T01:00:00Z,12.95 ,69.7
2018-01-05T01:30:00Z,12.90 ,71
2018-01-05T02:00:00Z,13.03 ,70.1
2018-01-05T02:30:00Z,13.23 ,67.8
2018-01-05T03:00:00Z,13.32 ,67.4
2018-01-05T03:30:00Z,13.41 ,67.7
2018-01-05T04:00:00Z,13.40 ,68.9
2018-01-05T04:30:00Z,13.42 ,69.8
2018-01-05T05:00:00Z,13.57 ,71.3
2018-01-05T05:30:00Z,13.77 ,71.46667
2018-01-05T06:00:00Z,13.84 ,70.4
2018-01-05T06:30:00Z,13.75 ,69.6
2018-01-05T07:00:00Z,13.69 ,68.9
2018-01-05T07:30:00Z,13.67 ,69
2018-01-05T08:00:00Z,13.64 ,68.3
2018-01-05T08:30:00Z,13.59 ,69.4
2018-01-05T09:00:00Z,13.59 ,72.3
2018-01-05T09:30:00Z,13.52 ,76.2
2018-01-05T10:00:00Z,13.60 ,75
2018-01-05T10:30:00Z,13.59 ,74.2
2018-01-05T11:00:00Z,13.57 ,74.5
2018-01-05T11:30:00Z,13.64 ,75.1
2018-01-05T12:00:00Z,13.70 ,75.2
2018-01-05T12:30:00Z,13.74 ,74.8
2018-01-05T13:00:00Z,13.55 ,74.9
2018-01-05T13:30:00Z,13.26 ,74.1
2018-01-05T14:00:00Z,13.20 ,73
2018-01-05T14:30:00Z,13.05 ,72.5
2018-01-05T15:00:00Z,12.99 ,71.4
2018-01-05T15:30:00Z,12.88 ,70.6
2018-01-05T16:00:00Z,12.77 ,68.9
2018-01-05T16:30:00Z,12.70 ,68.8
2018-01-05T17:00:00Z,12.53 ,63.7
2018-01-05T17:30:00Z,12.32 ,61.4
2018-01-05T18:00:00Z,12.22 ,60.2
2018-01-05T18:30:00Z,12.16 ,56.9
2018-01-05T19:00:00Z,12.51 ,53
2018-01-05T19:30:00Z,12.36 ,52.2
2018-01-05T20:00:00Z,12.05 ,52.2
2018-01-05T20:30:00Z,12.02 ,53.9
2018-01-05T21:00:00Z,12.00 ,54.5
2018-01-05T21:30:00Z,11.75 ,54.7
2018-01-05T22:00:00Z,11.70 ,55.8
2018-01-05T22:30:00Z,11.65 ,59.2
2018-01-05T23:00:00Z,11.59 ,60.5
2018-01-05T23:30:00Z,11.59 ,62.3
2018-01-06T00:00:00Z,11.60 ,61.7
2018-01-06T00:30:00Z,11.57 ,62.1
2018-01-06T01:00:00Z,11.59 ,62.4
2018-01-06T01:30:00Z,11.62 ,62.5
2018-01-06T02:00:00Z,11.77 ,64.2
2018-01-06T02:30:00Z,11.94 ,64.9
2018-01-06T03:00:00Z,12.07 ,66
2018-01-06T03:30:00Z,12.15 ,64.9
2018-01-06T04:00:00Z,12.18 ,64.5
2018-01-06T04:30:00Z,12.36 ,65.9
2018-01-06T05:00:00Z,12.41 ,65.5
2018-01-06T05:30:00Z,12.46 ,65.7
2018-01-06T06:00:00Z,12.52 ,67.2
2018-01-06T06:30:00Z,12.59 ,69.3
2018-01-06T07:00:00Z,12.64 ,69
2018-01-06T07:30:00Z,12.69 ,69.2
2018-01-06T08:00:00Z,12.71 ,70.5
2018-01-06T08:30:00Z,12.74 ,72
2018-01-06T09:00:00Z,12.74 ,73.2
2018-01-06T09:30:00Z,12.79 ,74.3
2018-01-06T10:00:00Z,12.84 ,75.6
2018-01-06T10:30:00Z,12.89 ,76.6
2018-01-06T11:00:00Z,12.91 ,77.5
2018-01-06T11:30:00Z,12.92 ,76.8
2018-01-06T12:00:00Z,13.01 ,76
2018-01-06T12:30:00Z,13.04 ,76.6
2018-01-06T13:00:00Z,13.04 ,77.1
2018-01-06T13:30:00Z,13.04 ,76.8
2018-01-06T14:00:00Z,12.94 ,76.4
2018-01-06T14:30:00Z,12.87 ,75.1
2018-01-06T15:00:00Z,12.71 ,72.6
2018-01-06T15:30:00Z,12.59 ,72
2018-01-06T16:00:00Z,12.47 ,69.3
2018-01-06T16:30:00Z,12.29 ,63.8
2018-01-06T17:00:00Z,12.19 ,62
2018-01-06T17:30:00Z,12.13 ,61.3
2018-01-06T18:00:00Z,12.06 ,60.7
2018-01-06T18:30:00Z,11.96 ,61.3
2018-01-06T19:00:00Z,11.93 ,61.1
2018-01-06T19:30:00Z,11.83 ,63.8
2018-01-06T20:00:00Z,11.83 ,67.3
2018-01-06T20:30:00Z,11.83 ,66.4
2018-01-06T21:00:00Z,11.85 ,68.2
2018-01-06T21:30:00Z,11.88 ,66.6
2018-01-06T22:00:00Z,11.88 ,69.6
2018-01-06T22:30:00Z,11.95 ,71.4
2018-01-06T23:00:00Z,11.93 ,65.7
2018-01-06T23:30:00Z,12.03 ,71.3
2018-01-07T00:00:00Z,12.05 ,72.5
2018-01-07T00:30:00Z,12.15 ,73.8
2018-01-07T01:00:00Z,12.30 ,75.8
2018-01-07T01:30:00Z,12.43 ,74.5
2018-01-07T02:00:00Z,12.70 ,75.2
2018-01-07T02:30:00Z,12.81 ,72.3
2018-01-07T03:00:00Z,12.92 ,71.5
2018-01-07T03:30:00Z,12.99 ,70.9
2018-01-07T04:00:00Z,13.04 ,71.3
2018-01-07T04:30:00Z,13.13 ,74.8
2018-01-07T05:00:00Z,13.17 ,74.9
2018-01-07T05:30:00Z,13.24 ,75.0666656
2018-01-07T06:00:00Z,13.27 ,74.7
2018-01-07T06:30:00Z,13.31 ,78.3
2018-01-07T07:00:00Z,13.37 ,78.4
2018-01-07T07:30:00Z,13.42 ,79.2
2018-01-07T08:00:00Z,13.47 ,79.3
2018-01-07T08:30:00Z,13.50 ,80
2018-01-07T09:00:00Z,13.50 ,81.3
2018-01-07T09:30:00Z,13.57 ,82.2
2018-01-07T10:00:00Z,13.62 ,81.8
2018-01-07T10:30:00Z,13.62 ,80.3
2018-01-07T11:00:00Z,13.67 ,78.9
2018-01-07T11:30:00Z,13.67 ,79.5
2018-01-07T12:00:00Z,13.67 ,78.9
2018-01-07T12:30:00Z,13.67 ,78.6
2018-01-07T13:00:00Z,13.72 ,79.5
2018-01-07T13:30:00Z,13.62 ,77
2018-01-07T14:00:00Z,13.50 ,75.3
2018-01-07T14:30:00Z,13.39 ,73.8
2018-01-07T15:00:00Z,13.24 ,71.2
2018-01-07T15:30:00Z,13.10 ,69
2018-01-07T16:00:00Z,12.96 ,64.9
2018-01-07T16:30:00Z,12.82 ,62.1
2018-01-07T17:00:00Z,12.76 ,59.2
2018-01-07T17:30:00Z,12.66 ,55.4
2018-01-07T18:00:00Z,12.61 ,52.8
2018-01-07T18:30:00Z,12.51 ,49.1
2018-01-07T19:00:00Z,12.43 ,47.1
2018-01-07T19:30:00Z,12.33 ,46.7
2018-01-07T20:00:00Z,12.26 ,44.9
2018-01-07T20:30:00Z,12.23 ,43.4
2018-01-07T21:00:00Z,12.21 ,42.8
2018-01-07T21:30:00Z,12.21 ,43.2
2018-01-07T22:00:00Z,12.20 ,43
2018-01-07T22:30:00Z,12.23 ,42.2
2018-01-07T23:00:00Z,12.21 ,41.7
2018-01-07T23:30:00Z,12.25 ,41.5
2018-01-08T00:00:00Z,12.21 ,41.6
2018-01-08T00:30:00Z,12.30 ,41.8
2018-01-08T01:00:00Z,12.53 ,41.8
2018-01-08T01:30:00Z,12.76 ,42.5
2018-01-08T02:00:00Z,12.91 ,41.8
2018-01-08T02:30:00Z,12.98 ,42.8
2018-01-08T03:00:00Z,13.09 ,42
2018-01-08T03:30:00Z,13.16 ,43.6
2018-01-08T04:00:00Z,13.24 ,43.2
2018-01-08T04:30:00Z,13.39 ,43
2018-01-08T05:00:00Z,13.44 ,42.3
2018-01-08T05:30:00Z,13.47 ,39.920002
2018-01-08T06:00:00Z,13.51 ,39.2
2018-01-08T06:30:00Z,13.59 ,37.9
2018-01-08T07:00:00Z,13.66 ,38.1
2018-01-08T07:30:00Z,13.67 ,38.8
2018-01-08T08:00:00Z,13.72 ,40.2
2018-01-08T08:30:00Z,13.77 ,40.6
2018-01-08T09:00:00Z,13.82 ,42.5
2018-01-08T09:30:00Z,13.87 ,42.9
2018-01-08T10:00:00Z,13.95 ,44.3
2018-01-08T10:30:00Z,14.02 ,45.6
2018-01-08T11:00:00Z,14.07 ,46.9
2018-01-08T11:30:00Z,14.23 ,60.8
2018-01-08T12:00:00Z,14.30 ,73.6
2018-01-08T12:30:00Z,14.49 ,85
2018-01-08T13:00:00Z,14.75 ,90.2
2018-01-08T13:30:00Z,15.05 ,92.3
2018-01-08T14:00:00Z,15.25 ,93.6
2018-01-08T14:30:00Z,15.56 ,94
2018-01-08T15:00:00Z,15.78 ,95.5
2018-01-08T15:30:00Z,15.96 ,96.5
2018-01-08T16:00:00Z,16.23 ,96.5
2018-01-08T16:30:00Z,16.57 ,96.3
2018-01-08T17:00:00Z,16.85 ,96.6
2018-01-08T17:30:00Z,17.15 ,96.7
2018-01-08T18:00:00Z,17.50 ,96.8
2018-01-08T18:30:00Z,17.70 ,96.2
2018-01-08T19:00:00Z,17.95 ,96
2018-01-08T19:30:00Z,18.15 ,95.4
2018-01-08T20:00:00Z,18.26 ,95.3
2018-01-08T20:30:00Z,18.45 ,95.1
2018-01-08T21:00:00Z,18.54 ,95
2018-01-08T21:30:00Z,18.76 ,95.1
2018-01-08T22:00:00Z,18.84 ,95.5
2018-01-08T22:30:00Z,19.01 ,95.4
2018-01-08T23:00:00Z,19.16 ,95.6
2018-01-08T23:30:00Z,19.27 ,96.4
2018-01-09T00:00:00Z,19.39 ,96.8
2018-01-09T00:30:00Z,19.47 ,96.3
2018-01-09T01:00:00Z,19.64 ,95.6
2018-01-09T01:30:00Z,19.76 ,95.2
2018-01-09T02:00:00Z,19.97 ,94.3
2018-01-09T02:30:00Z,20.20 ,93.3
2018-01-09T03:00:00Z,20.43 ,92.6
2018-01-09T03:30:00Z,20.58 ,91.7
2018-01-09T04:00:00Z,20.73 ,91.3
2018-01-09T04:30:00Z,20.85 ,90.7
2018-01-09T05:00:00Z,21.01 ,90.6
2018-01-09T05:30:00Z,21.10 ,90.53333
2018-01-09T06:00:00Z,21.23 ,89.9
2018-01-09T06:30:00Z,21.33 ,89.2
2018-01-09T07:00:00Z,21.41 ,88.7
2018-01-09T07:30:00Z,21.54 ,88.2
2018-01-09T08:00:00Z,21.59 ,88.2
2018-01-09T08:30:00Z,21.67 ,88.3
2018-01-09T09:00:00Z,21.71 ,87.9
2018-01-09T09:30:00Z,21.79 ,87.5
2018-01-09T10:00:00Z,21.83 ,86.7
2018-01-09T10:30:00Z,21.89 ,86.1
2018-01-09T11:00:00Z,21.97 ,85.5
2018-01-09T11:30:00Z,22.02 ,84.7
2018-01-09T12:00:00Z,22.17 ,84.1
2018-01-09T12:30:00Z,22.22 ,83.1
2018-01-09T13:00:00Z,22.13 ,83.8
2018-01-09T13:30:00Z,21.75 ,82.6
2018-01-09T14:00:00Z,21.37 ,83.3
2018-01-09T14:30:00Z,21.10 ,83.5
2018-01-09T15:00:00Z,21.11 ,82.1
2018-01-09T15:30:00Z,21.03 ,81.6
2018-01-09T16:00:00Z,21.05 ,79.3
2018-01-09T16:30:00Z,21.13 ,79.6
2018-01-09T17:00:00Z,21.08 ,78.7
2018-01-09T17:30:00Z,21.09 ,76.7
2018-01-09T18:00:00Z,21.10 ,75.8
2018-01-09T18:30:00Z,21.16 ,74.7
2018-01-09T19:00:00Z,21.20 ,71.4
2018-01-09T19:30:00Z,21.18 ,72.1
2018-01-09T20:00:00Z,21.20 ,69.5
2018-01-09T20:30:00Z,21.23 ,70.8
2018-01-09T21:00:00Z,21.36 ,70.7
2018-01-09T21:30:00Z,21.48 ,71.7
2018-01-09T22:00:00Z,21.46 ,73.8
2018-01-09T22:30:00Z,21.58 ,77.1
2018-01-09T23:00:00Z,21.48 ,79.9
2018-01-09T23:30:00Z,21.51 ,81
2018-01-10T00:00:00Z,21.58 ,80.5
2018-01-10T00:30:00Z,21.46 ,82
2018-01-10T01:00:00Z,21.48 ,82.4
2018-01-10T01:30:00Z,21.51 ,83.3
2018-01-10T02:00:00Z,21.61 ,84.3
2018-01-10T02:30:00Z,21.73 ,84.6
2018-01-10T03:00:00Z,21.81 ,85.8
2018-01-10T03:30:00Z,21.89 ,86.8
2018-01-10T04:00:00Z,22.01 ,87.3
2018-01-10T04:30:00Z,22.04 ,87.9
2018-01-10T05:00:00Z,22.40 ,88.3
2018-01-10T05:30:00Z,22.64 ,89.2
2018-01-10T06:00:00Z,22.64 ,89.9
2018-01-10T06:30:00Z,22.62 ,89.7
2018-01-10T07:00:00Z,22.60 ,89.3
2018-01-10T07:30:00Z,22.59 ,89.7
2018-01-10T08:00:00Z,22.61 ,89.9
2018-01-10T08:30:00Z,22.55 ,90.2
2018-01-10T09:00:00Z,22.53 ,90.4
2018-01-10T09:30:00Z,22.52 ,90.7
2018-01-10T10:00:00Z,22.56 ,91
2018-01-10T10:30:00Z,22.54 ,91.2
2018-01-10T11:00:00Z,22.62 ,91.4
2018-01-10T11:30:00Z,22.63 ,91.4
2018-01-10T12:00:00Z,22.60 ,91.6
2018-01-10T12:30:00Z,22.52 ,92.1
2018-01-10T13:00:00Z,22.23 ,91.8
2018-01-10T13:30:00Z,21.84 ,90.3
2018-01-10T14:00:00Z,21.47 ,82.7
2018-01-10T14:30:00Z,21.13 ,82.8
2018-01-10T15:00:00Z,21.09 ,78.4
2018-01-10T15:30:00Z,21.13 ,77.1
2018-01-10T16:00:00Z,21.16 ,75.5
2018-01-10T16:30:00Z,21.15 ,74.4
2018-01-10T17:00:00Z,21.19 ,73.4
2018-01-10T17:30:00Z,21.18 ,71.7
2018-01-10T18:00:00Z,21.26 ,71.1
2018-01-10T18:30:00Z,21.43 ,70.8
2018-01-10T19:00:00Z,21.60 ,70.8
2018-01-10T19:30:00Z,21.75 ,71.5
2018-01-10T20:00:00Z,21.93 ,70.6
2018-01-10T20:30:00Z,22.03 ,70
2018-01-10T21:00:00Z,22.25 ,69.8
2018-01-10T21:30:00Z,22.37 ,70.2
2018-01-10T22:00:00Z,22.62 ,72.3
2018-01-10T22:30:00Z,22.77 ,73.4
2018-01-10T23:00:00Z,23.07 ,73.8
2018-01-10T23:30:00Z,23.16 ,71.2
2018-01-11T00:00:00Z,23.37 ,70.6
2018-01-11T00:30:00Z,23.58 ,70.8
2018-01-11T01:00:00Z,23.73 ,71.5
2018-01-11T01:30:00Z,23.91 ,71.1
2018-01-11T02:00:00Z,24.17 ,72.5
2018-01-11T02:30:00Z,24.37 ,73
2018-01-11T03:00:00Z,24.56 ,73.2
2018-01-11T03:30:00Z,24.70 ,73.7
2018-01-11T04:00:00Z,24.85 ,74.7
2018-01-11T04:30:00Z,24.95 ,75.3
2018-01-11T05:00:00Z,25.08 ,76.7
2018-01-11T05:30:00Z,25.21 ,77.9
2018-01-11T06:00:00Z,25.31 ,80.2
2018-01-11T06:30:00Z,25.40 ,80.1
2018-01-11T07:00:00Z,25.51 ,81.1
2018-01-11T07:30:00Z,25.58 ,83.7
2018-01-11T08:00:00Z,25.72 ,85.6
2018-01-11T08:30:00Z,25.80 ,85.3
2018-01-11T09:00:00Z,25.90 ,85.1
2018-01-11T09:30:00Z,25.96 ,85.6
2018-01-11T10:00:00Z,25.97 ,85.7
2018-01-11T10:30:00Z,26.03 ,85.6
2018-01-11T11:00:00Z,26.05 ,84.7
2018-01-11T11:30:00Z,26.12 ,83.8
2018-01-11T12:00:00Z,26.18 ,84.7
2018-01-11T12:30:00Z,26.25 ,84.3
2018-01-11T13:00:00Z,26.09 ,84.9
2018-01-11T13:30:00Z,25.67 ,83.5
2018-01-11T14:00:00Z,25.65 ,81
2018-01-11T14:30:00Z,25.73 ,79
2018-01-11T15:00:00Z,25.91 ,77.1
2018-01-11T15:30:00Z,26.04 ,73.6
2018-01-11T16:00:00Z,26.18 ,71.3
2018-01-11T16:30:00Z,26.38 ,71.8
2018-01-11T17:00:00Z,26.53 ,70.7
2018-01-11T17:30:00Z,26.83 ,69.1
2018-01-11T18:00:00Z,27.04 ,66.8
2018-01-11T18:30:00Z,27.35 ,65.2
2018-01-11T19:00:00Z,27.60 ,64.5
2018-01-11T19:30:00Z,27.81 ,63.6
2018-01-11T20:00:00Z,27.93 ,63
2018-01-11T20:30:00Z,28.11 ,62.7
2018-01-11T21:00:00Z,28.27 ,63.9
2018-01-11T21:30:00Z,28.39 ,72.4
2018-01-11T22:00:00Z,28.71 ,77.3
2018-01-11T22:30:00Z,28.96 ,85.3
2018-01-11T23:00:00Z,29.40 ,77
2018-01-11T23:30:00Z,29.79 ,75.7
2018-01-12T00:00:00Z,30.08 ,78.4
2018-01-12T00:30:00Z,30.35 ,83.1
2018-01-12T01:00:00Z,30.70 ,86
2018-01-12T01:30:00Z,31.09 ,90.5
2018-01-12T02:00:00Z,31.47 ,93.1
2018-01-12T02:30:00Z,31.99 ,94.9
2018-01-12T03:00:00Z,32.54 ,96.6
2018-01-12T03:30:00Z,33.04 ,97.2
2018-01-12T04:00:00Z,33.68 ,98
2018-01-12T04:30:00Z,34.18 ,98.7
2018-01-12T05:00:00Z,34.61 ,99
2018-01-12T05:30:00Z,35.42 ,99.1
2018-01-12T06:00:00Z,35.89 ,99.6
2018-01-12T06:30:00Z,36.70 ,99.8
2018-01-12T07:00:00Z,37.19 ,100
2018-01-12T07:30:00Z,37.53 ,100
2018-01-12T08:00:00Z,37.84 ,100
2018-01-12T08:30:00Z,38.39 ,100
2018-01-12T09:00:00Z,38.77 ,100
2018-01-12T09:30:00Z,39.35 ,100
2018-01-12T10:00:00Z,39.75 ,100
2018-01-12T10:30:00Z,40.02 ,100
2018-01-12T11:00:00Z,40.40 ,100
2018-01-12T11:30:00Z,40.82 ,100
2018-01-12T12:00:00Z,41.20 ,100
2018-01-12T12:30:00Z,41.44 ,100
2018-01-12T13:00:00Z,41.80 ,100
2018-01-12T13:30:00Z,42.11 ,100
2018-01-12T14:00:00Z,42.47 ,100
2018-01-12T14:30:00Z,42.75 ,100
2018-01-12T15:00:00Z,42.97 ,100
2018-01-12T15:30:00Z,43.26 ,100
2018-01-12T16:00:00Z,43.56 ,99.3
2018-01-12T16:30:00Z,44.09 ,98.2
2018-01-12T17:00:00Z,44.31 ,94.6
2018-01-12T17:30:00Z,44.38 ,92.3
2018-01-12T18:00:00Z,44.55 ,90.4
2018-01-12T18:30:00Z,44.77 ,89.8
2018-01-12T19:00:00Z,44.95 ,91.6
2018-01-12T19:30:00Z,45.00 ,93.4
2018-01-12T20:00:00Z,44.66 ,94.7
2018-01-12T20:30:00Z,43.97 ,93.6
2018-01-12T21:00:00Z,42.99 ,94.1
2018-01-12T21:30:00Z,42.09 ,97.8
