DT,HDD,CDD
2018-06-12T03:30:00Z,"0,",5.961491
2018-06-12T04:00:00Z,"0,",5.968747
2018-06-12T04:30:00Z,"0,",5.97600269
2018-06-12T05:00:00Z,"0,",5.98325825
2018-06-12T05:30:00Z,"0,",5.990514
2018-06-12T06:00:00Z,"0,",5.99777
2018-06-12T06:30:00Z,"0,",6.00502539
2018-06-12T07:00:00Z,"0,",6.012281
2018-06-12T07:30:00Z,"0,",6.0195365
2018-06-12T08:00:00Z,"0,",6.026792
2018-06-12T08:30:00Z,"0,",6.034048
2018-06-12T09:00:00Z,"0,",6.04130363
2018-06-12T09:30:00Z,"0,",6.048559
2018-06-12T10:00:00Z,"0,",6.05581474
2018-06-12T10:30:00Z,"0,",6.063071
2018-06-12T11:00:00Z,"0,",6.07032633
2018-06-12T11:30:00Z,"0,",6.077582
2018-06-12T12:00:00Z,"0,",6.08483744
2018-06-12T12:30:00Z,"0,",6.092093
2018-06-12T13:00:00Z,"0,",6.099349
2018-06-12T13:30:00Z,"0,",6.10660458
2018-06-12T14:00:00Z,"0,",6.11386
2018-06-12T14:30:00Z,"0,",6.12111568
2018-06-12T15:00:00Z,"0,",6.12837172
2018-06-12T15:30:00Z,"0,",6.13562727
2018-06-12T16:00:00Z,"0,",6.69113874
2018-06-12T16:30:00Z,"0,",18.9297829
2018-06-12T17:00:00Z,"0,",13.3770781
2018-06-12T17:30:00Z,"0,",11.6910763
2018-06-12T18:00:00Z,"0,",11.8086681
2018-06-12T18:30:00Z,"0,",10.8634567
2018-06-12T19:00:00Z,"0,",11.9676685
2018-06-12T19:30:00Z,"0,",10.5798063
2018-06-12T20:00:00Z,"0,",6.053592
2018-06-12T20:30:00Z,"0,",11.8459873
2018-06-12T21:00:00Z,"0,",12.2976732
2018-06-12T21:30:00Z,"0,",12.4838095
2018-06-12T22:00:00Z,"0,",10.5770874
2018-06-12T22:30:00Z,"0,",11.5488653
2018-06-12T23:00:00Z,"0,",10.89507
2018-06-12T23:30:00Z,"0,",10.9094753
2018-06-13T00:00:00Z,"0,",5.226182
2018-06-13T00:30:00Z,"0,",4.15775061
2018-06-13T01:00:00Z,"0,",2.656665
2018-06-13T01:30:00Z,"0,",0.5930705
2018-06-13T02:00:00Z,"0,",3.05475855
2018-06-13T02:30:00Z,"0,",4.75417852
2018-06-13T03:00:00Z,"0,",10.1765537
2018-06-13T03:30:00Z,"0,",10.12888
2018-06-13T04:00:00Z,"0,",10.7069616
2018-06-13T04:30:00Z,"0,",8.574441
2018-06-13T05:00:00Z,"0,",8.55058
2018-06-13T05:30:00Z,"0,",3.62423086
2018-06-13T06:00:00Z,"0,",4.139412
2018-06-13T06:30:00Z,"0,",3.74227238
2018-06-13T07:00:00Z,"0,",1.56679368
2018-06-13T07:30:00Z,"0,",3.35571742
2018-06-13T08:00:00Z,"0,",1.86921072
2018-06-13T08:30:00Z,"0,",10.82897
2018-06-13T09:00:00Z,"0,",8.627028
2018-06-13T09:30:00Z,"0,",8.348589
2018-06-13T10:00:00Z,"0,",0.294489324
2018-06-13T10:30:00Z,"0,",6.203672
2018-06-13T11:00:00Z,"0,",8.84905
2018-06-13T11:30:00Z,"0,",6.98639774
2018-06-13T12:00:00Z,"0,",-0.628873765
2018-06-13T12:30:00Z,"0,",2.55685282
2018-06-13T13:00:00Z,"0,",2.19274449
2018-06-13T13:30:00Z,"0,",8.568755
2018-06-13T14:00:00Z,"0,",6.922418
2018-06-13T14:30:00Z,"0,",8.324696
2018-06-13T15:00:00Z,"0,",5.7464323
2018-06-13T15:30:00Z,"0,",7.0478735
2018-06-13T16:00:00Z,"0,",-0.9825431
2018-06-13T16:30:00Z,"0,",8.42678452
2018-06-13T17:00:00Z,"0,",5.94614458
2018-06-13T17:30:00Z,"0,",6.8448534
2018-06-13T18:00:00Z,"0,",6.345743
2018-06-13T18:30:00Z,"0,",4.105284
2018-06-13T19:00:00Z,"0,",0.8114151
2018-06-13T19:30:00Z,"0,",1.71520007
2018-06-13T20:00:00Z,"0,",0.295558125
2018-06-13T20:30:00Z,"0,",12.0466595
2018-06-13T21:00:00Z,"0,",5.464873
2018-06-13T21:30:00Z,"0,",8.796224
2018-06-13T22:00:00Z,"0,",9.455182
2018-06-13T22:30:00Z,"0,",1.37204528
2018-06-13T23:00:00Z,"0,",5.926928
2018-06-13T23:30:00Z,"0,",10.1486921
2018-06-14T00:00:00Z,"0,",6.256234
2018-06-14T00:30:00Z,"0,",4.0084157
2018-06-14T01:00:00Z,"0,",4.03419352
2018-06-14T01:30:00Z,"0,",4.575815
2018-06-14T02:00:00Z,"0,",6.86761856
2018-06-14T02:30:00Z,"0,",-0.968437135
2018-06-14T03:00:00Z,"0,",8.161441
2018-06-14T03:30:00Z,"0,",9.388756
2018-06-14T04:00:00Z,"0,",8.149985
2018-06-14T04:30:00Z,"0,",10.0373478
2018-06-14T05:00:00Z,"0,",6.649941
2018-06-14T05:30:00Z,"0,",3.86171484
2018-06-14T06:00:00Z,"0,",11.3491993
2018-06-14T06:30:00Z,"0,",10.5132074
2018-06-14T07:00:00Z,"0,",2.41449118
2018-06-14T07:30:00Z,"0,",8.854052
2018-06-14T08:00:00Z,"0,",9.898214
2018-06-14T08:30:00Z,"0,",8.256789
2018-06-14T09:00:00Z,"0,",7.817934
2018-06-14T09:30:00Z,"0,",6.9602704
2018-06-14T10:00:00Z,"0,",2.95719838
2018-06-14T10:30:00Z,"0,",1.52587306
2018-06-14T11:00:00Z,"0,",0.0954179
2018-06-14T11:30:00Z,"0,",6.815987
2018-06-14T12:00:00Z,"0,",7.28396368
2018-06-14T12:30:00Z,"0,",10.1228991
2018-06-14T13:00:00Z,"0,",5.27941
2018-06-14T13:30:00Z,"0,",7.901466
2018-06-14T14:00:00Z,"0,",10.9027033
2018-06-14T14:30:00Z,"0,",9.583961
2018-06-14T15:00:00Z,"0,",8.728028
2018-06-14T15:30:00Z,"0,",13.5221329
2018-06-14T16:00:00Z,"0,",13.392498
2018-06-14T16:30:00Z,"0,",10.6498919
2018-06-14T17:00:00Z,"0,",13.4227066
2018-06-14T17:30:00Z,"0,",14.8923283
2018-06-14T18:00:00Z,"0,",15.3826418
2018-06-14T18:30:00Z,"0,",15.11097
2018-06-14T19:00:00Z,"0,",16.368557
2018-06-14T19:30:00Z,"0,",12.7564077
2018-06-14T20:00:00Z,"0,",12.567008
2018-06-14T20:30:00Z,"0,",16.1555042
2018-06-14T21:00:00Z,"0,",14.2011662
2018-06-14T21:30:00Z,"0,",14.0136948
2018-06-14T22:00:00Z,"0,",17.305212
2018-06-14T22:30:00Z,"0,",18.3867722
2018-06-14T23:00:00Z,"0,",16.03965
2018-06-14T23:30:00Z,"0,",17.1849689
2018-06-15T00:00:00Z,"0,",15.6677761
2018-06-15T00:30:00Z,"0,",16.04814
2018-06-15T01:00:00Z,"0,",16.49871
2018-06-15T01:30:00Z,"0,",14.3615475
2018-06-15T02:00:00Z,"0,",12.3476839
2018-06-15T02:30:00Z,"0,",14.9000692
2018-06-15T03:00:00Z,"0,",12.4398193
2018-06-15T03:30:00Z,"0,",12.8415928
2018-06-15T04:00:00Z,"0,",10.7183228
2018-06-15T04:30:00Z,"0,",10.6108484
2018-06-15T05:00:00Z,"0,",13.0269709
2018-06-15T05:30:00Z,"0,",9.441334
2018-06-15T06:00:00Z,"0,",9.352428
2018-06-15T06:30:00Z,"0,",7.34853363
2018-06-15T07:00:00Z,"0,",9.942859
2018-06-15T07:30:00Z,"0,",6.97046041
2018-06-15T08:00:00Z,"0,",9.66801548
2018-06-15T08:30:00Z,"0,",6.8882494
2018-06-15T09:00:00Z,"0,",8.560494
2018-06-15T09:30:00Z,"0,",0
2018-06-15T10:00:00Z,"0,",0
2018-06-15T10:30:00Z,"0,",0
2018-06-15T11:00:00Z,"0,",0
2018-06-15T11:30:00Z,"0,",0
2018-06-15T12:00:00Z,"0,",0
2018-06-15T12:30:00Z,"0,",0
2018-06-15T13:00:00Z,"0,",10.5191622
2018-06-15T13:30:00Z,"0,",12.0577707
2018-06-15T14:00:00Z,"0,",9.133208
2018-06-15T14:30:00Z,"0,",10.6707726
2018-06-15T15:00:00Z,"0,",10.1419039
2018-06-15T15:30:00Z,"0,",10.0192366
2018-06-15T16:00:00Z,"0,",12.1160736
2018-06-15T16:30:00Z,"0,",11.1602478
2018-06-15T17:00:00Z,"0,",12.1663294
2018-06-15T17:30:00Z,"0,",15.4502535
2018-06-15T18:00:00Z,"0,",12.5730553
2018-06-15T18:30:00Z,"0,",12.4782724
2018-06-15T19:00:00Z,"0,",15.8236341
2018-06-15T19:30:00Z,"0,",15.8547945
2018-06-15T20:00:00Z,"0,",17.4579926
2018-06-15T20:30:00Z,"0,",16.3298931
2018-06-15T21:00:00Z,"0,",18.5707684
2018-06-15T21:30:00Z,"0,",17.9892063
2018-06-15T22:00:00Z,"0,",17.2957878
2018-06-15T22:30:00Z,"0,",16.1701431
2018-06-15T23:00:00Z,"0,",17.2146358
2018-06-15T23:30:00Z,"0,",15.5707865
2018-06-16T00:00:00Z,"0,",15.5106745
2018-06-16T00:30:00Z,"0,",17.96101
2018-06-16T01:00:00Z,"0,",15.3213511
2018-06-16T01:30:00Z,"0,",11.6390944
2018-06-16T02:00:00Z,"0,",13.2935944
2018-06-16T02:30:00Z,"0,",10.0845747
2018-06-16T03:00:00Z,"0,",10.6783562
2018-06-16T03:30:00Z,"0,",11.4112415
2018-06-16T04:00:00Z,"0,",8.96722
2018-06-16T04:30:00Z,"0,",9.161542
2018-06-16T05:00:00Z,"0,",8.495193
2018-06-16T05:30:00Z,"0,",7.959707
2018-06-16T06:00:00Z,"0,",9.355013
2018-06-16T06:30:00Z,"0,",7.82009554
2018-06-16T07:00:00Z,"0,",7.84605074
2018-06-16T07:30:00Z,"0,",0
2018-06-16T08:00:00Z,"0,",0
2018-06-16T08:30:00Z,"0,",0
2018-06-16T09:00:00Z,"0,",0
2018-06-16T09:30:00Z,"0,",0
2018-06-16T10:00:00Z,"0,",0
2018-06-16T10:30:00Z,"0,",0
2018-06-16T11:00:00Z,"0,",0
2018-06-16T11:30:00Z,"0,",0
2018-06-16T12:00:00Z,"0,",0
2018-06-16T12:30:00Z,"0,",0
2018-06-16T13:00:00Z,"0,",0
2018-06-16T13:30:00Z,"0,",0
2018-06-16T14:00:00Z,"0,",0
2018-06-16T14:30:00Z,"0,",0
2018-06-16T15:00:00Z,"0,",14.4516954
2018-06-16T15:30:00Z,"0,",6.633794
2018-06-16T16:00:00Z,"0,",5.1418395
2018-06-16T16:30:00Z,"0,",8.677687
2018-06-16T17:00:00Z,"0,",7.78756332
2018-06-16T17:30:00Z,"0,",10.4022827
2018-06-16T18:00:00Z,"0,",12.034997
2018-06-16T18:30:00Z,"0,",13.2506561
2018-06-16T19:00:00Z,"0,",11.7382908
2018-06-16T19:30:00Z,"0,",11.5534725
2018-06-16T20:00:00Z,"0,",12.2603464
2018-06-16T20:30:00Z,"0,",11.9562006
2018-06-16T21:00:00Z,"0,",9.044712
2018-06-16T21:30:00Z,"0,",9.0562
2018-06-16T22:00:00Z,"0,",12.4945211
2018-06-16T22:30:00Z,"0,",13.0300255
2018-06-16T23:00:00Z,"0,",12.5562763
2018-06-16T23:30:00Z,"0,",9.283063
2018-06-17T00:00:00Z,"0,",8.198742
2018-06-17T00:30:00Z,"0,",12.0912876
2018-06-17T01:00:00Z,"0,",11.69846
2018-06-17T01:30:00Z,"0,",7.39197826
2018-06-17T02:00:00Z,"0,",4.471329
2018-06-17T02:30:00Z,"0,",11.1212273
2018-06-17T03:00:00Z,"0,",10.3890543
2018-06-17T03:30:00Z,"0,",7.26355743
2018-06-17T04:00:00Z,"0,",11.020628
2018-06-17T04:30:00Z,"0,",8.942696
2018-06-17T05:00:00Z,"0,",0.962241
2018-06-17T05:30:00Z,"0,",3.44671369
2018-06-17T06:00:00Z,"0,",7.35284
2018-06-17T06:30:00Z,"0,",5.421649
2018-06-17T07:00:00Z,"0,",9.777904
2018-06-17T07:30:00Z,"0,",9.285237
2018-06-17T08:00:00Z,"0,",7.28804445
2018-06-17T08:30:00Z,"0,",3.86109281
2018-06-17T09:00:00Z,"0,",1.80245042
2018-06-17T09:30:00Z,"0,",9.213983
2018-06-17T10:00:00Z,"0,",9.7146225
2018-06-17T10:30:00Z,"0,",10.9457073
2018-06-17T11:00:00Z,"0,",0.5710046
2018-06-17T11:30:00Z,"0,",11.9146023
2018-06-17T12:00:00Z,"0,",7.44540834
2018-06-17T12:30:00Z,"0,",10.7160234
2018-06-17T13:00:00Z,"0,",16.0094566
2018-06-17T13:30:00Z,"0,",11.4409809
2018-06-17T14:00:00Z,"0,",2.13656116
2018-06-17T14:30:00Z,"0,",-6.813325
2018-06-17T15:00:00Z,"0,",-3.5309062
2018-06-17T15:30:00Z,"0,",1.17387187
2018-06-17T16:00:00Z,"0,",2.439017
2018-06-17T16:30:00Z,"0,",3.16858244
2018-06-17T17:00:00Z,"0,",3.67744923
2018-06-17T17:30:00Z,"0,",4.824977
2018-06-17T18:00:00Z,"0,",3.8214252
2018-06-17T18:30:00Z,"0,",1.5072552
2018-06-17T19:00:00Z,"0,",0.1784966
2018-06-17T19:30:00Z,"0,",-1.25258136
2018-06-17T20:00:00Z,"0,",-4.336323
2018-06-17T20:30:00Z,"0,",-1.24949169
2018-06-17T21:00:00Z,"0,",3.050635
2018-06-17T21:30:00Z,"0,",8.994387
2018-06-17T22:00:00Z,"0,",13.5732527
2018-06-17T22:30:00Z,"0,",14.4831581
2018-06-17T23:00:00Z,"0,",16.76782
2018-06-17T23:30:00Z,"0,",20.810955
2018-06-18T00:00:00Z,"0,",23.1906719
2018-06-18T00:30:00Z,"0,",22.3200665
2018-06-18T01:00:00Z,"0,",13.8485384
2018-06-18T01:30:00Z,"0,",7.195132
2018-06-18T02:00:00Z,"0,",3.05460238
2018-06-18T02:30:00Z,"0,",-3.56181836
2018-06-18T03:00:00Z,"0,",-4.594871
2018-06-18T03:30:00Z,"0,",-5.565456
2018-06-18T04:00:00Z,"0,",-8.027837
2018-06-18T04:30:00Z,"0,",-6.27625561
2018-06-18T05:00:00Z,"0,",-1.34319675
2018-06-18T05:30:00Z,"0,",1.70301
2018-06-18T06:00:00Z,"0,",4.016852
2018-06-18T06:30:00Z,"0,",5.487898
2018-06-18T07:00:00Z,"0,",7.65665865
2018-06-18T07:30:00Z,"0,",10.6231775
2018-06-18T08:00:00Z,"0,",15.404521
2018-06-18T08:30:00Z,"0,",20.35719
2018-06-18T09:00:00Z,"0,",20.5936241
2018-06-18T09:30:00Z,"0,",21.1986141
2018-06-18T10:00:00Z,"0,",18.8465385
2018-06-18T10:30:00Z,"0,",17.945549
2018-06-18T11:00:00Z,"0,",18.5776863
2018-06-18T11:30:00Z,"0,",15.5599909
2018-06-18T12:00:00Z,"0,",12.6227121
2018-06-18T12:30:00Z,"0,",10.3548546
2018-06-18T13:00:00Z,"0,",9.992217
2018-06-18T13:30:00Z,"0,",7.54400539
2018-06-18T14:00:00Z,"0,",6.59727526
2018-06-18T14:30:00Z,"0,",2.48011184
2018-06-18T15:00:00Z,"0,",-4.97194672
2018-06-18T15:30:00Z,"0,",1.58280075
2018-06-18T16:00:00Z,"0,",4.640482
2018-06-18T16:30:00Z,"0,",3.19418144
2018-06-18T17:00:00Z,"0,",-2.22661853
2018-06-18T17:30:00Z,"0,",-1.96886981
2018-06-18T18:00:00Z,"0,",5.92238951
2018-06-18T18:30:00Z,"0,",15.96456
2018-06-18T19:00:00Z,"0,",19.46665
2018-06-18T19:30:00Z,"0,",20.958828
2018-06-18T20:00:00Z,"0,",17.7427044
2018-06-18T20:30:00Z,"0,",10.7054434
2018-06-18T21:00:00Z,"0,",5.993926
2018-06-18T21:30:00Z,"0,",-0.326678544
2018-06-18T22:00:00Z,"0,",-1.75286674
2018-06-18T22:30:00Z,"0,",8.104248
2018-06-18T23:00:00Z,"0,",14.20495
2018-06-18T23:30:00Z,"0,",17.0732536
2018-06-19T00:00:00Z,"0,",18.91908
2018-06-19T00:30:00Z,"0,",22.3196774
2018-06-19T01:00:00Z,"0,",21.2244434
2018-06-19T01:30:00Z,"0,",16.1646023
2018-06-19T02:00:00Z,"0,",7.95336676
2018-06-19T02:30:00Z,"0,",5.95256042
2018-06-19T03:00:00Z,"0,",4.31096554
2018-06-19T03:30:00Z,"0,",3.9984622
2018-06-19T04:00:00Z,"0,",1.51076329
2018-06-19T04:30:00Z,"0,",-0.7166199
2018-06-19T05:00:00Z,"0,",0.826309264
2018-06-19T05:30:00Z,"0,",3.2611227
2018-06-19T06:00:00Z,"0,",6.309713
2018-06-19T06:30:00Z,"0,",7.924371
2018-06-19T07:00:00Z,"0,",19.9649582
2018-06-19T07:30:00Z,"0,",11.1915579
2018-06-19T08:00:00Z,"0,",8.13155
2018-06-19T08:30:00Z,"0,",7.698964
2018-06-19T09:00:00Z,"0,",9.578575
2018-06-19T09:30:00Z,"0,",12.1027918
2018-06-19T10:00:00Z,"0,",10.9143906
2018-06-19T10:30:00Z,"0,",11.09907
2018-06-19T11:00:00Z,"0,",12.6917124
2018-06-19T11:30:00Z,"0,",10.0978889
2018-06-19T12:00:00Z,"0,",10.24226
2018-06-19T12:30:00Z,"0,",8.32514
2018-06-19T13:00:00Z,"0,",-0.7658845
2018-06-19T13:30:00Z,"0,",6.11112452
2018-06-19T14:00:00Z,"0,",8.663647
2018-06-19T14:30:00Z,"0,",13.4271317
2018-06-19T15:00:00Z,"0,",9.763098
2018-06-19T15:30:00Z,"0,",8.030962
2018-06-19T16:00:00Z,"0,",6.7104063
2018-06-19T16:30:00Z,"0,",9.854118
2018-06-19T17:00:00Z,"0,",8.573633
2018-06-19T17:30:00Z,"0,",8.392127
2018-06-19T18:00:00Z,"0,",9.577325
2018-06-19T18:30:00Z,"0,",9.685972
2018-06-19T19:00:00Z,"0,",11.6558552
2018-06-19T19:30:00Z,"0,",4.19123268
2018-06-19T20:00:00Z,"0,",12.4453344
2018-06-19T20:30:00Z,"0,",12.5151978
2018-06-19T21:00:00Z,"0,",10.740777
2018-06-19T21:30:00Z,"0,",7.596489
2018-06-19T22:00:00Z,"0,",12.7311411
2018-06-19T22:30:00Z,"0,",9.602614
2018-06-19T23:00:00Z,"0,",13.1766281
2018-06-19T23:30:00Z,"0,",10.8479929
2018-06-20T00:00:00Z,"0,",11.3793631
2018-06-20T00:30:00Z,"0,",11.1856441
2018-06-20T01:00:00Z,"0,",12.196311
2018-06-20T01:30:00Z,"0,",7.93075228
2018-06-20T02:00:00Z,"0,",8.611422
2018-06-20T02:30:00Z,"0,",11.1032858
2018-06-20T03:00:00Z,"0,",13.0406342
2018-06-20T03:30:00Z,"0,",12.3052721
2018-06-20T04:00:00Z,"0,",12.8888283
2018-06-20T04:30:00Z,"0,",10.3414488
2018-06-20T05:00:00Z,"0,",12.4915695
2018-06-20T05:30:00Z,"0,",9.48058
2018-06-20T06:00:00Z,"0,",8.272119
2018-06-20T06:30:00Z,"0,",8.181374
2018-06-20T07:00:00Z,"0,",0.584210932
2018-06-20T07:30:00Z,"0,",11.13446
2018-06-20T08:00:00Z,"0,",9.784543
2018-06-20T08:30:00Z,"0,",2.921202
2018-06-20T09:00:00Z,"0,",12.43493
2018-06-20T09:30:00Z,"0,",10.7082949
2018-06-20T10:00:00Z,"0,",3.60369968
2018-06-20T10:30:00Z,"0,",5.76132631
2018-06-20T11:00:00Z,"0,",3.48852754
2018-06-20T11:30:00Z,"0,",2.41681767
2018-06-20T12:00:00Z,"0,",8.407507
2018-06-20T12:30:00Z,"0,",9.20838451
2018-06-20T13:00:00Z,"0,",10.6493492
2018-06-20T13:30:00Z,"0,",9.53847
2018-06-20T14:00:00Z,"0,",10.2298632
2018-06-20T14:30:00Z,"0,",0.9638151
2018-06-20T15:00:00Z,"0,",4.95868874
2018-06-20T15:30:00Z,"0,",8.02523
2018-06-20T16:00:00Z,"0,",7.091764
2018-06-20T16:30:00Z,"0,",11.9336958
2018-06-20T17:00:00Z,"0,",10.3435678
2018-06-20T17:30:00Z,"0,",9.891478
2018-06-20T18:00:00Z,"0,",10.3026085
2018-06-20T18:30:00Z,"0,",11.9753685
2018-06-20T19:00:00Z,"0,",5.444809
2018-06-20T19:30:00Z,"0,",6.401519
2018-06-20T20:00:00Z,"0,",5.704938
2018-06-20T20:30:00Z,"0,",9.386007
2018-06-20T21:00:00Z,"0,",10.0237389
2018-06-20T21:30:00Z,"0,",11.5735474
2018-06-20T22:00:00Z,"0,",2.42273045
2018-06-20T22:30:00Z,"0,",3.40660214
2018-06-20T23:00:00Z,"0,",6.81023836
2018-06-20T23:30:00Z,"0,",6.830358
2018-06-21T00:00:00Z,"0,",6.24056053
2018-06-21T00:30:00Z,"0,",10.4863949
2018-06-21T01:00:00Z,"0,",0.580088556
2018-06-21T01:30:00Z,"0,",0.293372482
2018-06-21T02:00:00Z,"0,",1.84628427
2018-06-21T02:30:00Z,"0,",0.7805441
2018-06-21T03:00:00Z,"0,",1.46788239
2018-06-21T03:30:00Z,"0,",3.599597
2018-06-21T04:00:00Z,"0,",8.335918
2018-06-21T04:30:00Z,"0,",1.945582
2018-06-21T05:00:00Z,"0,",3.99039936
2018-06-21T05:30:00Z,"0,",9.812432
2018-06-21T06:00:00Z,"0,",8.19577
2018-06-21T06:30:00Z,"0,",8.826257
2018-06-21T07:00:00Z,"0,",-0.5822918
2018-06-21T07:30:00Z,"0,",2.039158
2018-06-21T08:00:00Z,"0,",5.25861454
2018-06-21T08:30:00Z,"0,",4.267463
2018-06-21T09:00:00Z,"0,",8.604818
2018-06-21T09:30:00Z,"0,",8.06619549
2018-06-21T10:00:00Z,"0,",1.69188809
2018-06-21T10:30:00Z,"0,",7.220007
2018-06-21T11:00:00Z,"0,",7.34630537
2018-06-21T11:30:00Z,"0,",7.93227625
2018-06-21T12:00:00Z,"0,",6.99270439
2018-06-21T12:30:00Z,"0,",11.2486172
2018-06-21T13:00:00Z,"0,",7.929083
2018-06-21T13:30:00Z,"0,",6.982971
2018-06-21T14:00:00Z,"0,",3.99099422
2018-06-21T14:30:00Z,"0,",7.900412
2018-06-21T15:00:00Z,"0,",6.3389616
2018-06-21T15:30:00Z,"0,",9.034589
2018-06-21T16:00:00Z,"0,",-0.195644751
2018-06-21T16:30:00Z,"0,",7.352255
2018-06-21T17:00:00Z,"0,",10.5619392
2018-06-21T17:30:00Z,"0,",8.485004
2018-06-21T18:00:00Z,"0,",-0.292519122
2018-06-21T18:30:00Z,"0,",2.25923657
2018-06-21T19:00:00Z,"0,",4.30287933
2018-06-21T19:30:00Z,"0,",11.6488113
2018-06-21T20:00:00Z,"0,",9.002579
2018-06-21T20:30:00Z,"0,",10.3438416
2018-06-21T21:00:00Z,"0,",10.8144588
2018-06-21T21:30:00Z,"0,",10.5258932
2018-06-21T22:00:00Z,"0,",4.70053053
2018-06-21T22:30:00Z,"0,",5.39099026
2018-06-21T23:00:00Z,"0,",10.06629
2018-06-21T23:30:00Z,"0,",2.44953036
2018-06-22T00:00:00Z,"0,",6.031785
2018-06-22T00:30:00Z,"0,",11.3689747
2018-06-22T01:00:00Z,"0,",6.59752274
2018-06-22T01:30:00Z,"0,",5.375064
2018-06-22T02:00:00Z,"0,",5.497375
2018-06-22T02:30:00Z,"0,",9.724483
2018-06-22T03:00:00Z,"0,",7.39674759
2018-06-22T03:30:00Z,"0,",3.71038
2018-06-22T04:00:00Z,"0,",9.451375
2018-06-22T04:30:00Z,"0,",9.939641
2018-06-22T05:00:00Z,"0,",9.336644
2018-06-22T05:30:00Z,"0,",3.63337851
2018-06-22T06:00:00Z,"0,",4.908091
2018-06-22T06:30:00Z,"0,",8.526201
2018-06-22T07:00:00Z,"0,",8.894111
2018-06-22T07:30:00Z,"0,",8.851454
2018-06-22T08:00:00Z,"0,",10.1901693
2018-06-22T08:30:00Z,"0,",9.868973
2018-06-22T09:00:00Z,"0,",6.952364
2018-06-22T09:30:00Z,"0,",6.85002041
2018-06-22T10:00:00Z,"0,",6.010619
2018-06-22T10:30:00Z,"0,",0.5702038
2018-06-22T11:00:00Z,"0,",-0.380922824
2018-06-22T11:30:00Z,"0,",1.2382251
2018-06-22T12:00:00Z,"0,",5.64470863
2018-06-22T12:30:00Z,"0,",2.12673759
2018-06-22T13:00:00Z,"0,",6.808905
2018-06-22T13:30:00Z,"0,",7.23360634
2018-06-22T14:00:00Z,"0,",3.13740063
2018-06-22T14:30:00Z,"0,",2.00796914
2018-06-22T15:00:00Z,"0,",0.857238948
2018-06-22T15:30:00Z,"0,",2.98152947
2018-06-22T16:00:00Z,"0,",7.06656075
2018-06-22T16:30:00Z,"0,",6.68714333
2018-06-22T17:00:00Z,"0,",0.189174771
2018-06-22T17:30:00Z,"0,",6.190697
2018-06-22T18:00:00Z,"0,",6.23899364
2018-06-22T18:30:00Z,"0,",1.82946789
2018-06-22T19:00:00Z,"0,",2.62545466
2018-06-22T19:30:00Z,"0,",5.68265963
2018-06-22T20:00:00Z,"0,",0.772285163
2018-06-22T20:30:00Z,"0,",9.052349
2018-06-22T21:00:00Z,"0,",5.13847733
2018-06-22T21:30:00Z,"0,",4.27076
2018-06-22T22:00:00Z,"0,",5.45749
2018-06-22T22:30:00Z,"0,",8.957073
2018-06-22T23:00:00Z,"0,",9.368415
2018-06-22T23:30:00Z,"0,",7.21483135
2018-06-23T00:00:00Z,"0,",5.81251669
2018-06-23T00:30:00Z,"0,",2.18876171
2018-06-23T01:00:00Z,"0,",8.86055
2018-06-23T01:30:00Z,"0,",8.123071
2018-06-23T02:00:00Z,"0,",5.968188
2018-06-23T02:30:00Z,"0,",7.22384834
2018-06-23T03:00:00Z,"0,",8.169822
2018-06-23T03:30:00Z,"0,",7.26392555
2018-06-23T04:00:00Z,"0,",7.05830336
2018-06-23T04:30:00Z,"0,",6.757019
2018-06-23T05:00:00Z,"0,",6.46206
2018-06-23T05:30:00Z,"0,",0
2018-06-23T06:00:00Z,"0,",0
2018-06-23T06:30:00Z,"0,",0
2018-06-23T07:00:00Z,"0,",0
2018-06-23T07:30:00Z,"0,",0
2018-06-23T08:00:00Z,"0,",0
2018-06-23T08:30:00Z,"0,",0
2018-06-23T09:00:00Z,"0,",0
2018-06-23T09:30:00Z,"0,",0
2018-06-23T10:00:00Z,"0,",0
2018-06-23T10:30:00Z,"0,",0
2018-06-23T11:00:00Z,"0,",0
2018-06-23T11:30:00Z,"0,",0
2018-06-23T12:00:00Z,"0,",0
2018-06-23T12:30:00Z,"0,",0
2018-06-23T13:00:00Z,"0,",0
2018-06-23T13:30:00Z,"0,",0
2018-06-23T14:00:00Z,"0,",34.50982
2018-06-23T14:30:00Z,"0,",4.364819
2018-06-23T15:00:00Z,"0,",10.0697727
2018-06-23T15:30:00Z,"0,",3.95003867
2018-06-23T16:00:00Z,"0,",6.817066
2018-06-23T16:30:00Z,"0,",5.96003056
2018-06-23T17:00:00Z,"0,",6.92699051
2018-06-23T17:30:00Z,"0,",8.124158
2018-06-23T18:00:00Z,"0,",10.9654665
2018-06-23T18:30:00Z,"0,",5.32059336
2018-06-23T19:00:00Z,"0,",6.46042
2018-06-23T19:30:00Z,"0,",8.270189
2018-06-23T20:00:00Z,"0,",7.244479
2018-06-23T20:30:00Z,"0,",8.995719
2018-06-23T21:00:00Z,"0,",6.80265665
2018-06-23T21:30:00Z,"0,",0.778012931
2018-06-23T22:00:00Z,"0,",10.0305586
2018-06-23T22:30:00Z,"0,",6.4966526
2018-06-23T23:00:00Z,"0,",6.73314762
2018-06-23T23:30:00Z,"0,",10.9465008
2018-06-24T00:00:00Z,"0,",11.4124765
2018-06-24T00:30:00Z,"0,",3.01559758
2018-06-24T01:00:00Z,"0,",11.4051237
2018-06-24T01:30:00Z,"0,",7.33742332
