DT,HDD,CDD
2018-04-14T17:30:00Z,"1.91772175,",0
2018-04-14T18:00:00Z,"1.91065753,",0
2018-04-14T18:30:00Z,"2.02731085,",0
2018-04-14T19:00:00Z,"1.82557213,",0
2018-04-14T19:30:00Z,"2.119549,",0
2018-04-14T20:00:00Z,"2.1171627,",0
2018-04-14T20:30:00Z,"1.91266143,",0
2018-04-14T21:00:00Z,"1.92243,",0
2018-04-14T21:30:00Z,"1.930696,",0
2018-04-14T22:00:00Z,"1.916669,",0
2018-04-14T22:30:00Z,"2.01619768,",0
2018-04-14T23:00:00Z,"2.13141012,",0
2018-04-14T23:30:00Z,"1.82814157,",0
2018-04-15T00:00:00Z,"2.02550936,",0
2018-04-15T00:30:00Z,"2.106821,",0
2018-04-15T01:00:00Z,"1.91576159,",0
2018-04-15T01:30:00Z,"2.11826754,",0
2018-04-15T02:00:00Z,"2.01861548,",0
2018-04-15T02:30:00Z,"2.01994252,",0
2018-04-15T03:00:00Z,"2.11878586,",0
2018-04-15T03:30:00Z,"2.21026349,",0
2018-04-15T04:00:00Z,"2.0200417,",0
2018-04-15T04:30:00Z,"2.11779928,",0
2018-04-15T05:00:00Z,"1.91268611,",0
2018-04-15T05:30:00Z,"2.11808276,",0
2018-04-15T06:00:00Z,"2.414599,",0
2018-04-15T06:30:00Z,"2.21797967,",0
2018-04-15T07:00:00Z,"2.203124,",0
2018-04-15T07:30:00Z,"2.012971,",0
2018-04-15T08:00:00Z,"2.20074463,",0
2018-04-15T08:30:00Z,"2.22324,",0
2018-04-15T09:00:00Z,"2.11664,",0
2018-04-15T09:30:00Z,"2.1152184,",0
2018-04-15T10:00:00Z,"2.011491,",0
2018-04-15T10:30:00Z,"2.203935,",0
2018-04-15T11:00:00Z,"2.20232916,",0
2018-04-15T11:30:00Z,"2.11027718,",0
2018-04-15T12:00:00Z,"2.01650286,",0
2018-04-15T12:30:00Z,"2.01384187,",0
2018-04-15T13:00:00Z,"2.11662269,",0
2018-04-15T13:30:00Z,"2.212854,",0
2018-04-15T14:00:00Z,"2.31350231,",0
2018-04-15T14:30:00Z,"2.30801582,",0
2018-04-15T15:00:00Z,"2.00681949,",0
2018-04-15T15:30:00Z,"2.19842458,",0
2018-04-15T16:00:00Z,"2.21103334,",0
2018-04-15T16:30:00Z,"2.1130805,",0
2018-04-15T17:00:00Z,"2.12032652,",0
2018-04-15T17:30:00Z,"1.91078854,",0
2018-04-15T18:00:00Z,"2.212474,",0
2018-04-15T18:30:00Z,"2.003837,",0
2018-04-15T19:00:00Z,"2.31926179,",0
2018-04-15T19:30:00Z,"1.815804,",0
2018-04-15T20:00:00Z,"2.014561,",0
2018-04-15T20:30:00Z,"2.021774,",0
2018-04-15T21:00:00Z,"2.01313853,",0
2018-04-15T21:30:00Z,"2.12312675,",0
2018-04-15T22:00:00Z,"2.22046661,",0
2018-04-15T22:30:00Z,"2.11509824,",0
2018-04-15T23:00:00Z,"2.00700879,",0
2018-04-15T23:30:00Z,"2.0061965,",0
2018-04-16T00:00:00Z,"2.01381969,",0
2018-04-16T00:30:00Z,"2.21292615,",0
2018-04-16T01:00:00Z,"2.210733,",0
2018-04-16T01:30:00Z,"1.91227829,",0
2018-04-16T02:00:00Z,"2.20799541,",0
2018-04-16T02:30:00Z,"2.20683527,",0
2018-04-16T03:00:00Z,"2.211918,",0
2018-04-16T03:30:00Z,"2.31382537,",0
2018-04-16T04:00:00Z,"2.20902967,",0
2018-04-16T04:30:00Z,"2.10430121,",0
2018-04-16T05:00:00Z,"2.10735559,",0
2018-04-16T05:30:00Z,"2.01482749,",0
2018-04-16T06:00:00Z,"1.90890419,",0
2018-04-16T06:30:00Z,"2.00866055,",0
2018-04-16T07:00:00Z,"2.10714674,",0
2018-04-16T07:30:00Z,"2.00567436,",0
2018-04-16T08:00:00Z,"1.909176,",0
2018-04-16T08:30:00Z,"2.210803,",0
2018-04-16T09:00:00Z,"2.111499,",0
2018-04-16T09:30:00Z,"2.00725126,",0
2018-04-16T10:00:00Z,"1.91015661,",0
2018-04-16T10:30:00Z,"2.10210776,",0
2018-04-16T11:00:00Z,"1.69852352,",0
2018-04-16T11:30:00Z,"2.1088593,",0
2018-04-16T12:00:00Z,"2.88987279,",0
2018-04-16T12:30:00Z,"3.32749557,",0
2018-04-16T13:00:00Z,"2.814963,",0
2018-04-16T13:30:00Z,"2.71236873,",0
2018-04-16T14:00:00Z,"2.156524,",0
2018-04-16T14:30:00Z,"3.32721329,",0
2018-04-16T15:00:00Z,"2.81867576,",0
2018-04-16T15:30:00Z,"34.12435,",0
2018-04-16T16:00:00Z,"3.93064928,",0
2018-04-16T16:30:00Z,"79.1523743,",0
2018-04-16T17:00:00Z,"4.93514824,",0
2018-04-16T17:30:00Z,"3.52380085,",0
2018-04-16T18:00:00Z,"3.32838082,",0
2018-04-16T18:30:00Z,"2.622453,",0
2018-04-16T19:00:00Z,"2.34005666,",0
2018-04-16T19:30:00Z,"2.50170636,",0
2018-04-16T20:00:00Z,"35.2961,",0
2018-04-16T20:30:00Z,"18.26193,",0
2018-04-16T21:00:00Z,"4.633215,",0
2018-04-16T21:30:00Z,"3.38637471,",0
2018-04-16T22:00:00Z,"34.6429443,",0
2018-04-16T22:30:00Z,"7.52079439,",0
2018-04-16T23:00:00Z,"2.9534986,",0
2018-04-16T23:30:00Z,"26.02435,",0
2018-04-17T00:00:00Z,"3.33332133,",0
2018-04-17T00:30:00Z,"2.91382718,",0
2018-04-17T01:00:00Z,"2.5061245,",0
2018-04-17T01:30:00Z,"2.80058837,",0
2018-04-17T02:00:00Z,"2.09684753,",0
2018-04-17T02:30:00Z,"2.40036678,",0
2018-04-17T03:00:00Z,"2.39922667,",0
2018-04-17T03:30:00Z,"2.39030957,",0
2018-04-17T04:00:00Z,"2.6030457,",0
2018-04-17T04:30:00Z,"2.30079341,",0
2018-04-17T05:00:00Z,"2.19900465,",0
2018-04-17T05:30:00Z,"2.19870663,",0
2018-04-17T06:00:00Z,"2.29854584,",0
2018-04-17T06:30:00Z,"2.097943,",0
2018-04-17T07:00:00Z,"3.90266967,",0
2018-04-17T07:30:00Z,"3.410135,",0
2018-04-17T08:00:00Z,"4.533567,",0
2018-04-17T08:30:00Z,"7.93203735,",0
2018-04-17T09:00:00Z,"175.187943,",0
2018-04-17T09:30:00Z,"4.34228325,",0
2018-04-17T10:00:00Z,"3.325469,",0
2018-04-17T10:30:00Z,"3.02235675,",0
2018-04-17T11:00:00Z,"2.65739918,",0
2018-04-17T11:30:00Z,"67.5088,",0
2018-04-17T12:00:00Z,"79.2953949,",0
2018-04-17T12:30:00Z,"74.90652,",0
2018-04-17T13:00:00Z,"45.3367958,",0
2018-04-17T13:30:00Z,"6.331041,",0
2018-04-17T14:00:00Z,"4.462985,",0
2018-04-17T14:30:00Z,"3.42580152,",0
2018-04-17T15:00:00Z,"2.09408426,",0
2018-04-17T15:30:00Z,"39.862278,",0
2018-04-17T16:00:00Z,"9.636506,",0
2018-04-17T16:30:00Z,"9.85479,",0
2018-04-17T17:00:00Z,"4.43455267,",0
2018-04-17T17:30:00Z,"3.121068,",0
2018-04-17T18:00:00Z,"78.04043,",0
2018-04-17T18:30:00Z,"4.35418749,",0
2018-04-17T19:00:00Z,"3.23619,",0
2018-04-17T19:30:00Z,"5.002735,",0
2018-04-17T20:00:00Z,"5.352811,",0
2018-04-17T20:30:00Z,"3.02911782,",0
2018-04-17T21:00:00Z,"87.25839,",0
2018-04-17T21:30:00Z,"4.32447672,",0
2018-04-17T22:00:00Z,"1.1102134,",0
2018-04-17T22:30:00Z,"4.145448,",0
2018-04-17T23:00:00Z,"3.43170881,",0
2018-04-17T23:30:00Z,"1.32248867,",0
2018-04-18T00:00:00Z,"0.6308181,",0
2018-04-18T00:30:00Z,"4.153834,",0
2018-04-18T01:00:00Z,"3.21795964,",0
2018-04-18T01:30:00Z,"3.12384939,",0
2018-04-18T02:00:00Z,"2.61150956,",0
2018-04-18T02:30:00Z,"2.601922,",0
2018-04-18T03:00:00Z,"2.195057,",0
2018-04-18T03:30:00Z,"2.48456359,",0
2018-04-18T04:00:00Z,"2.09738016,",0
2018-04-18T04:30:00Z,"2.0022614,",0
2018-04-18T05:00:00Z,"2.39922667,",0
2018-04-18T05:30:00Z,"2.09749484,",0
2018-04-18T06:00:00Z,"4.081384,",0
2018-04-18T06:30:00Z,"3.58974123,",0
2018-04-18T07:00:00Z,"4.58338165,",0
2018-04-18T07:30:00Z,"4.090573,",0
2018-04-18T08:00:00Z,"3.88435268,",0
2018-04-18T08:30:00Z,"4.303148,",0
2018-04-18T09:00:00Z,"8.208193,",0
2018-04-18T09:30:00Z,"1.61761737,",0
2018-04-18T10:00:00Z,"160.696472,",0
2018-04-18T10:30:00Z,"5.588136,",0
2018-04-18T11:00:00Z,"163.25351,",0
2018-04-18T11:30:00Z,"82.9213638,",0
2018-04-18T12:00:00Z,"58.8761978,",0
2018-04-18T12:30:00Z,"54.73062,",0
2018-04-18T13:00:00Z,"145.452484,",0
2018-04-18T13:30:00Z,"5.41535568,",0
2018-04-18T14:00:00Z,"3.84406137,",0
2018-04-18T14:30:00Z,"2.819045,",0
2018-04-18T15:00:00Z,"28.4006939,",0
2018-04-18T15:30:00Z,"2.50151038,",0
2018-04-18T16:00:00Z,"2.70696616,",0
2018-04-18T16:30:00Z,"2.59744477,",0
2018-04-18T17:00:00Z,"2.39474,",0
2018-04-18T17:30:00Z,"2.297755,",0
2018-04-18T18:00:00Z,"2.19030356,",0
2018-04-18T18:30:00Z,"2.09339142,",0
2018-04-18T19:00:00Z,"1.99382567,",0
2018-04-18T19:30:00Z,"1.893124,",0
2018-04-18T20:00:00Z,"1.99406815,",0
2018-04-18T20:30:00Z,"1.88788509,",0
2018-04-18T21:00:00Z,"1.80109167,",0
2018-04-18T21:30:00Z,"1.79411912,",0
2018-04-18T22:00:00Z,"1.886361,",0
2018-04-18T22:30:00Z,"1.9816972,",0
2018-04-18T23:00:00Z,"2.0933578,",0
2018-04-18T23:30:00Z,"1.99092662,",0
2018-04-19T00:00:00Z,"1.99172091,",0
2018-04-19T00:30:00Z,"1.9892664,",0
2018-04-19T01:00:00Z,"1.9835428,",0
2018-04-19T01:30:00Z,"2.19262385,",0
2018-04-19T02:00:00Z,"2.202195,",0
2018-04-19T02:30:00Z,"1.998308,",0
2018-04-19T03:00:00Z,"2.08990526,",0
2018-04-19T03:30:00Z,"2.17986274,",0
2018-04-19T04:00:00Z,"2.08605051,",0
2018-04-19T04:30:00Z,"2.10042548,",0
2018-04-19T05:00:00Z,"2.18522954,",0
2018-04-19T05:30:00Z,"1.98491156,",0
2018-04-19T06:00:00Z,"1.88715208,",0
2018-04-19T06:30:00Z,"2.17928243,",0
2018-04-19T07:00:00Z,"2.09324861,",0
2018-04-19T07:30:00Z,"1.98538852,",0
2018-04-19T08:00:00Z,"1.99039793,",0
2018-04-19T08:30:00Z,"2.18595338,",0
2018-04-19T09:00:00Z,"2.08143187,",0
2018-04-19T09:30:00Z,"1.988682,",0
2018-04-19T10:00:00Z,"2.07538962,",0
2018-04-19T10:30:00Z,"1.881623,",0
2018-04-19T11:00:00Z,"23.553463,",0
2018-04-19T11:30:00Z,"71.3368454,",0
2018-04-19T12:00:00Z,"80.28447,",0
2018-04-19T12:30:00Z,"62.8237267,",0
2018-04-19T13:00:00Z,"5.07418871,",0
2018-04-19T13:30:00Z,"3.73099661,",0
2018-04-19T14:00:00Z,"53.43483,",0
2018-04-19T14:30:00Z,"4.637132,",0
2018-04-19T15:00:00Z,"7.0178647,",0
2018-04-19T15:30:00Z,"4.230025,",0
2018-04-19T16:00:00Z,"2.95586658,",0
2018-04-19T16:30:00Z,"29.4639416,",0
2018-04-19T17:00:00Z,"6.03514147,",0
2018-04-19T17:30:00Z,"1.37579715,",0
2018-04-19T18:00:00Z,"30.1001453,",0
2018-04-19T18:30:00Z,"45.8906441,",0
2018-04-19T19:00:00Z,"4.27366924,",0
2018-04-19T19:30:00Z,"3.132102,",0
2018-04-19T20:00:00Z,"27.5182533,",0
2018-04-19T20:30:00Z,"33.64909,",0
2018-04-19T21:00:00Z,"62.35464,",0
2018-04-19T21:30:00Z,"4.22476435,",0
2018-04-19T22:00:00Z,"3.40551519,",0
2018-04-19T22:30:00Z,"0.810506761,",0
2018-04-19T23:00:00Z,"3.96301651,",0
2018-04-19T23:30:00Z,"68.22998,",0
2018-04-20T00:00:00Z,"4.16356325,",0
2018-04-20T00:30:00Z,"3.32373071,",0
2018-04-20T01:00:00Z,"2.607749,",0
2018-04-20T01:30:00Z,"2.51073861,",0
2018-04-20T02:00:00Z,"2.38657069,",0
2018-04-20T02:30:00Z,"2.39036775,",0
2018-04-20T03:00:00Z,"2.298968,",0
2018-04-20T03:30:00Z,"2.183389,",0
2018-04-20T04:00:00Z,"2.27894878,",0
2018-04-20T04:30:00Z,"1.99290419,",0
2018-04-20T05:00:00Z,"2.37987781,",0
2018-04-20T05:30:00Z,"2.3927207,",0
2018-04-20T06:00:00Z,"1.99012387,",0
2018-04-20T06:30:00Z,"-0.09970289,",0
2018-04-20T07:00:00Z,"4.086249,",0
2018-04-20T07:30:00Z,"155.594788,",0
2018-04-20T08:00:00Z,"4.52592,",0
2018-04-20T08:30:00Z,"1.42575336,",0
2018-04-20T09:00:00Z,"4.301985,",0
2018-04-20T09:30:00Z,"3.41575551,",0
2018-04-20T10:00:00Z,"2.89049888,",0
2018-04-20T10:30:00Z,"2.80317235,",0
2018-04-20T11:00:00Z,"7.81628752,",0
2018-04-20T11:30:00Z,"71.7458,",0
2018-04-20T12:00:00Z,"84.1567154,",0
2018-04-20T12:30:00Z,"36.01805,",0
2018-04-20T13:00:00Z,"5.215044,",0
2018-04-20T13:30:00Z,"4.08603573,",0
2018-04-20T14:00:00Z,"3.01130414,",0
2018-04-20T14:30:00Z,"2.40854454,",0
2018-04-20T15:00:00Z,"2.405238,",0
2018-04-20T15:30:00Z,"2.19349384,",0
2018-04-20T16:00:00Z,"2.695576,",0
2018-04-20T16:30:00Z,"2.19906855,",0
2018-04-20T17:00:00Z,"2.188465,",0
2018-04-20T17:30:00Z,"2.193784,",0
2018-04-20T18:00:00Z,"1.9878118,",0
2018-04-20T18:30:00Z,"2.08812881,",0
2018-04-20T19:00:00Z,"1.98623049,",0
2018-04-20T19:30:00Z,"1.98987067,",0
2018-04-20T20:00:00Z,"2.08870864,",0
2018-04-20T20:30:00Z,"1.98591566,",0
2018-04-20T21:00:00Z,"1.99461663,",0
2018-04-20T21:30:00Z,"1.994565,",0
2018-04-20T22:00:00Z,"1.99406815,",0
2018-04-20T22:30:00Z,"2.09291363,",0
2018-04-20T23:00:00Z,"1.98802507,",0
2018-04-20T23:30:00Z,"2.19784451,",0
2018-04-21T00:00:00Z,"1.99329829,",0
2018-04-21T00:30:00Z,"2.29532933,",0
2018-04-21T01:00:00Z,"2.297819,",0
2018-04-21T01:30:00Z,"2.19175267,",0
2018-04-21T02:00:00Z,"1.88738394,",0
2018-04-21T02:30:00Z,"2.01977921,",0
2018-04-21T03:00:00Z,"1.98617947,",0
2018-04-21T03:30:00Z,"1.98869193,",0
2018-04-21T04:00:00Z,"2.19552422,",0
2018-04-21T04:30:00Z,"1.99593484,",0
2018-04-21T05:00:00Z,"2.28865886,",0
2018-04-21T05:30:00Z,"2.190936,",0
2018-04-21T06:00:00Z,"2.093781,",0
2018-04-21T06:30:00Z,"2.18775249,",0
2018-04-21T07:00:00Z,"2.27329135,",0
2018-04-21T07:30:00Z,"2.18827343,",0
2018-04-21T08:00:00Z,"2.18740344,",0
2018-04-21T08:30:00Z,"2.17145181,",0
2018-04-21T09:00:00Z,"8.177903,",0
2018-04-21T09:30:00Z,"4.10680962,",0
2018-04-21T10:00:00Z,"3.59124637,",0
2018-04-21T10:30:00Z,"4.292944,",0
2018-04-21T11:00:00Z,"8.187432,",0
2018-04-21T11:30:00Z,"4.698477,",0
2018-04-21T12:00:00Z,"2.802803,",0
2018-04-21T12:30:00Z,"7.065463,",0
2018-04-21T13:00:00Z,"6.12056,",0
2018-04-21T13:30:00Z,"2.69387078,",0
2018-04-21T14:00:00Z,"2.49313164,",0
2018-04-21T14:30:00Z,"2.09546328,",0
2018-04-21T15:00:00Z,"1.998308,",0
2018-04-21T15:30:00Z,"1.99224353,",0
2018-04-21T16:00:00Z,"2.102917,",0
2018-04-21T16:30:00Z,"2.08826518,",0
2018-04-21T17:00:00Z,"2.09069943,",0
2018-04-21T17:30:00Z,"2.10056,",0
2018-04-21T18:00:00Z,"1.99066162,",0
2018-04-21T18:30:00Z,"1.90034688,",0
2018-04-21T19:00:00Z,"2.18943357,",0
2018-04-21T19:30:00Z,"1.995464,",0
2018-04-21T20:00:00Z,"2.20596528,",0
2018-04-21T20:30:00Z,"1.90241289,",0
2018-04-21T21:00:00Z,"1.98891926,",0
2018-04-21T21:30:00Z,"2.095995,",0
2018-04-21T22:00:00Z,"1.996726,",0
2018-04-21T22:30:00Z,"1.99550843,",0
2018-04-21T23:00:00Z,"1.98380637,",0
2018-04-21T23:30:00Z,"2.10166669,",0
2018-04-22T00:00:00Z,"1.99459553,",0
2018-04-22T00:30:00Z,"2.09322739,",0
2018-04-22T01:00:00Z,"2.09645963,",0
2018-04-22T01:30:00Z,"2.09337473,",0
2018-04-22T02:00:00Z,"2.09546328,",0
2018-04-22T02:30:00Z,"2.194654,",0
2018-04-22T03:00:00Z,"1.99049366,",0
2018-04-22T03:30:00Z,"1.981744,",0
2018-04-22T04:00:00Z,"2.0021522,",0
2018-04-22T04:30:00Z,"2.18682337,",0
2018-04-22T05:00:00Z,"1.99857163,",0
2018-04-22T05:30:00Z,"2.095996,",0
2018-04-22T06:00:00Z,"2.09516525,",0
2018-04-22T06:30:00Z,"2.089571,",0
2018-04-22T07:00:00Z,"2.09629464,",0
2018-04-22T07:30:00Z,"2.19604754,",0
2018-04-22T08:00:00Z,"2.19958448,",0
2018-04-22T08:30:00Z,"2.18798351,",0
2018-04-22T09:00:00Z,"2.09877,",0
2018-04-22T09:30:00Z,"2.202485,",0
2018-04-22T10:00:00Z,"2.089698,",0
2018-04-22T10:30:00Z,"1.98512471,",0
2018-04-22T11:00:00Z,"2.093781,",0
2018-04-22T11:30:00Z,"2.09297156,",0
2018-04-22T12:00:00Z,"2.08554769,",0
2018-04-22T12:30:00Z,"2.097678,",0
2018-04-22T13:00:00Z,"2.29257941,",0
2018-04-22T13:30:00Z,"1.99778044,",0
2018-04-22T14:00:00Z,"2.095996,",0
2018-04-22T14:30:00Z,"1.79041314,",0
2018-04-22T15:00:00Z,"1.89873147,",0
2018-04-22T15:30:00Z,"1.88800859,",0
2018-04-22T16:00:00Z,"1.69336045,",0
2018-04-22T16:30:00Z,"2.000681,",0
2018-04-22T17:00:00Z,"2.00331759,",0
2018-04-22T17:30:00Z,"2.29805827,",0
2018-04-22T18:00:00Z,"1.69800711,",0
2018-04-22T18:30:00Z,"2.00342083,",0
2018-04-22T19:00:00Z,"1.90314329,",0
2018-04-22T19:30:00Z,"1.89512789,",0
2018-04-22T20:00:00Z,"2.006745,",0
2018-04-22T20:30:00Z,"1.69133508,",0
2018-04-22T21:00:00Z,"1.80014241,",0
2018-04-22T21:30:00Z,"1.79765677,",0
2018-04-22T22:00:00Z,"2.099318,",0
2018-04-22T22:30:00Z,"1.90420866,",0
2018-04-22T23:00:00Z,"1.80534184,",0
2018-04-22T23:30:00Z,"2.00158048,",0
2018-04-23T00:00:00Z,"2.2062552,",0
2018-04-23T00:30:00Z,"2.20416212,",0
2018-04-23T01:00:00Z,"1.90539742,",0
2018-04-23T01:30:00Z,"2.0021348,",0
2018-04-23T02:00:00Z,"2.10208654,",0
2018-04-23T02:30:00Z,"2.00062442,",0
2018-04-23T03:00:00Z,"1.90285254,",0
2018-04-23T03:30:00Z,"2.20451522,",0
2018-04-23T04:00:00Z,"1.9940412,",0
2018-04-23T04:30:00Z,"1.90842462,",0
2018-04-23T05:00:00Z,"1.99461663,",0
2018-04-23T05:30:00Z,"2.10374737,",0
2018-04-23T06:00:00Z,"2.10100722,",0
2018-04-23T06:30:00Z,"2.099438,",0
2018-04-23T07:00:00Z,"2.09073567,",0
2018-04-23T07:30:00Z,"2.20103478,",0
2018-04-23T08:00:00Z,"1.99838388,",0
2018-04-23T08:30:00Z,"2.1004467,",0
2018-04-23T09:00:00Z,"1.99461663,",0
2018-04-23T09:30:00Z,"2.098836,",0
2018-04-23T10:00:00Z,"1.99175775,",0
2018-04-23T10:30:00Z,"2.10155416,",0
2018-04-23T11:00:00Z,"1.89346778,",0
2018-04-23T11:30:00Z,"2.001187,",0
2018-04-23T12:00:00Z,"1.69661748,",0
2018-04-23T12:30:00Z,"2.02208638,",0
2018-04-23T13:00:00Z,"1.900388,",0
2018-04-23T13:30:00Z,"1.899889,",0
2018-04-23T14:00:00Z,"2.10219169,",0
2018-04-23T14:30:00Z,"2.06344342,",0
2018-04-23T15:00:00Z,"1.90900147,",0
2018-04-23T15:30:00Z,"2.002621,",0
2018-04-23T16:00:00Z,"1.70188487,",0
2018-04-23T16:30:00Z,"2.00041723,",0
2018-04-23T17:00:00Z,"1.60040534,",0
2018-04-23T17:30:00Z,"1.701659,",0
2018-04-23T18:00:00Z,"2.2062552,",0
2018-04-23T18:30:00Z,"1.90015864,",0
2018-04-23T19:00:00Z,"1.904646,",0
2018-04-23T19:30:00Z,"2.00121355,",0
2018-04-23T20:00:00Z,"1.90842462,",0
2018-04-23T20:30:00Z,"1.90320957,",0
2018-04-23T21:00:00Z,"2.01280928,",0
2018-04-23T21:30:00Z,"2.005427,",0
2018-04-23T22:00:00Z,"2.00613022,",0
2018-04-23T22:30:00Z,"2.00478029,",0
2018-04-23T23:00:00Z,"2.21043468,",0
2018-04-23T23:30:00Z,"2.206488,",0
2018-04-24T00:00:00Z,"2.00020337,",0
2018-04-24T00:30:00Z,"2.09503174,",0
2018-04-24T01:00:00Z,"2.1069324,",0
2018-04-24T01:30:00Z,"2.10636449,",0
2018-04-24T02:00:00Z,"1.89874339,",0
2018-04-24T02:30:00Z,"2.00365043,",0
2018-04-24T03:00:00Z,"1.89562881,",0
2018-04-24T03:30:00Z,"2.01254582,",0
2018-04-24T04:00:00Z,"2.0556047,",0
2018-04-24T04:30:00Z,"2.09528875,",0
2018-04-24T05:00:00Z,"1.80296886,",0
2018-04-24T05:30:00Z,"2.00510764,",0
2018-04-24T06:00:00Z,"2.103492,",0
2018-04-24T06:30:00Z,"1.99962616,",0
2018-04-24T07:00:00Z,"2.10096121,",0
2018-04-24T07:30:00Z,"2.20056939,",0
2018-04-24T08:00:00Z,"2.204225,",0
2018-04-24T08:30:00Z,"2.4020946,",0
2018-04-24T09:00:00Z,"2.10042548,",0
2018-04-24T09:30:00Z,"2.20538521,",0
2018-04-24T10:00:00Z,"2.102491,",0
2018-04-24T10:30:00Z,"2.1943295,",0
2018-04-24T11:00:00Z,"2.0902245,",0
2018-04-24T11:30:00Z,"2.00340867,",0
2018-04-24T12:00:00Z,"2.1938,",0
2018-04-24T12:30:00Z,"2.2062552,",0
2018-04-24T13:00:00Z,"2.20857549,",0
2018-04-24T13:30:00Z,"1.9990989,",0
2018-04-24T14:00:00Z,"2.00188971,",0
2018-04-24T14:30:00Z,"1.99617743,",0
2018-04-24T15:00:00Z,"1.89598632,",0
2018-04-24T15:30:00Z,"-0.000000201,",0
2018-04-24T16:00:00Z,"-0.000000101,",0
2018-04-24T16:30:00Z,"0.000000101,",0
2018-04-24T17:00:00Z,"0.000712179,",0
2018-04-24T17:30:00Z,"0.000896822,",0
2018-04-24T18:00:00Z,"0.000000473,",0
2018-04-24T18:30:00Z,"0.000000493,",0
2018-04-24T19:00:00Z,"0.005271878,",0
2018-04-24T19:30:00Z,"-0.000000654,",0
2018-04-24T20:00:00Z,"-0.000000483,",0
2018-04-24T20:30:00Z,"-0.000316523,",0
2018-04-24T21:00:00Z,"0,",0
2018-04-24T21:30:00Z,"0.000342897,",0
2018-04-24T22:00:00Z,"0.000000211,",0
2018-04-24T22:30:00Z,"0.000000312,",0
2018-04-24T23:00:00Z,"0.000000372,",0
2018-04-24T23:30:00Z,"0.000000443,",0
2018-04-25T00:00:00Z,"0.001371605,",0
2018-04-25T00:30:00Z,"0.001397978,",0
2018-04-25T01:00:00Z,"0.000000593,",0
2018-04-25T01:30:00Z,"0.000000593,",0
2018-04-25T02:00:00Z,"0.001582622,",0
2018-04-25T02:30:00Z,"0.000000624,",0
2018-04-25T03:00:00Z,"0.000000654,",0
2018-04-25T03:30:00Z,"0.001767254,",0
2018-04-25T04:00:00Z,"0.000000674,",0
2018-04-25T04:30:00Z,"0.000000674,",0
2018-04-25T05:00:00Z,"0.000000684,",0
2018-04-25T05:30:00Z,"0.001793634,",0
2018-04-25T06:00:00Z,"0.000000694,",0
2018-04-25T06:30:00Z,"0.001846387,",0
2018-04-25T07:00:00Z,"0.000000724,",0
2018-04-25T07:30:00Z,"0.000000694,",0
2018-04-25T08:00:00Z,"0.001767254,",0
2018-04-25T08:30:00Z,"0.001793634,",0
2018-04-25T09:00:00Z,"0.000000674,",0
2018-04-25T09:30:00Z,"0.000000694,",0
2018-04-25T10:00:00Z,"0.000000684,",0
2018-04-25T10:30:00Z,"0.001793639,",0
2018-04-25T11:00:00Z,"0.001899145,",0
2018-04-25T11:30:00Z,"0.001872771,",0
2018-04-25T12:00:00Z,"0.000000704,",0
2018-04-25T12:30:00Z,"0.000000704,",0
2018-04-25T13:00:00Z,"0.001793634,",0
2018-04-25T13:30:00Z,"0.001793639,",0
2018-04-25T14:00:00Z,"0.001714501,",0
2018-04-25T14:30:00Z,"0.000000654,",0
2018-04-25T15:00:00Z,"0.001635375,",0
2018-04-25T15:30:00Z,"0.000000583,",0
2018-04-25T16:00:00Z,"0.001503484,",0
2018-04-25T16:30:00Z,"0.000000573,",0
2018-04-25T17:00:00Z,"0.00150349,",0
2018-04-25T17:30:00Z,"0.001424357,",0
2018-04-25T18:00:00Z,"0.000000563,",0
2018-04-25T18:30:00Z,"0.000000543,",0
2018-04-25T19:00:00Z,"0.000000523,",0
2018-04-25T19:30:00Z,"0.000000513,",0
2018-04-25T20:00:00Z,"0.000000497,",0
2018-04-25T20:30:00Z,"0.000000503,",0
2018-04-25T21:00:00Z,"0.000000493,",0
2018-04-25T21:30:00Z,"0.000000483,",0
2018-04-25T22:00:00Z,"0.000000503,",0
2018-04-25T22:30:00Z,"0.000000513,",0
2018-04-25T23:00:00Z,"0.000000533,",0
2018-04-25T23:30:00Z,"0.000000513,",0
2018-04-26T00:00:00Z,"0.000000553,",0
2018-04-26T00:30:00Z,"0.000000533,",0
2018-04-26T01:00:00Z,"0.001450731,",0
2018-04-26T01:30:00Z,"0.000000523,",0
2018-04-26T02:00:00Z,"0.000000523,",0
2018-04-26T02:30:00Z,"0.000000533,",0
2018-04-26T03:00:00Z,"0.000000553,",0
2018-04-26T03:30:00Z,"0.00147711,",0
2018-04-26T04:00:00Z,"0.000000553,",0
2018-04-26T04:30:00Z,"0.000000603,",0
2018-04-26T05:00:00Z,"0.001529869,",0
2018-04-26T05:30:00Z,"0.000000624,",0
2018-04-26T06:00:00Z,"0.000000614,",0
2018-04-26T06:30:00Z,"0.000000644,",0
2018-04-26T07:00:00Z,"0.000000664,",0
2018-04-26T07:30:00Z,"0.000000694,",0
2018-04-26T08:00:00Z,"0.000000684,",0
2018-04-26T08:30:00Z,"0.000000714,",0
2018-04-26T09:00:00Z,"0.000000724,",0
2018-04-26T09:30:00Z,"0.000000734,",0
2018-04-26T10:00:00Z,"0.000000774,",0
2018-04-26T10:30:00Z,"0.000000795,",0
2018-04-26T11:00:00Z,"3.9607842,",0
2018-04-26T11:30:00Z,"5.29437065,",0
